,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
0,0.050003793,0.05000036209821701,0.0500093474984169,0.05000876262784004,0.050006963312625885,0.549932599067688,0.050018005073070526,0.05000147596001625,0.050014473497867584,0.05000423640012741
1,0.1,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
2,0.010002447,0.01000214833766222,0.010003681294620037,0.010002153925597668,0.010001535527408123,0.010002022609114647,0.010002520866692066,0.01000293530523777,0.9099792838096619,0.010001268237829208
3,0.93075836,,,,,,,,,
4,0.90999025,0.01000132318586111,0.010001017712056637,0.010000556707382202,0.010000914335250854,0.010001178830862045,0.010001679882407188,0.010000987909734249,0.01000109314918518,0.010000967420637608
5,0.012502995,0.012501687742769718,0.012502848170697689,0.012503269128501415,0.012503988109529018,0.012502016499638557,0.012502232566475868,0.8874759078025818,0.012501303106546402,0.012503726407885551
6,0.967853,,,,,,,,,
7,0.1,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
8,0.0125015415,0.012502694502472878,0.01250426284968853,0.8874770998954773,0.012501445598900318,0.012502459809184074,0.012503551319241524,0.012502375990152359,0.012502448633313179,0.012502137571573257
9,0.020006342,0.8199762105941772,0.020001208409667015,0.020001094788312912,0.020002201199531555,0.02000456675887108,0.02000150829553604,0.02000076323747635,0.020004402846097946,0.02000165358185768
10,0.0166726,0.01666927896440029,0.01666872389614582,0.016672883182764053,0.016667945310473442,0.01667298749089241,0.01667063497006893,0.01667157933115959,0.01666818931698799,0.8499652147293091
11,0.9549922,,,,,,,,,
12,0.9181701,,,,,,,,,
13,0.025004497,0.02500162087380886,0.02500474639236927,0.025008970871567726,0.025002047419548035,0.02500162087380886,0.025004006922245026,0.02500738576054573,0.02500162087380886,0.7749634385108948
14,0.011112811,0.011114594526588917,0.8999801278114319,0.011114675551652908,0.01111290231347084,0.011112337000668049,0.011113900691270828,0.011112718842923641,0.011112337000668049,0.011113665997982025
15,0.0111134155,0.011111726984381676,0.011112052015960217,0.01111497264355421,0.011112814769148827,0.011112283915281296,0.0111141512170434,0.011112297885119915,0.01111291628330946,0.8999833464622498
16,0.9249867,,,,,,,,,
17,0.012503934,0.012501019984483719,0.012502159923315048,0.012500992976129055,0.012509966269135475,0.8874636888504028,0.012503360398113728,0.012503809295594692,0.01250441838055849,0.012506691738963127
18,0.9181655,,,,,,,,,
19,0.014287416,0.8713958263397217,0.014290560968220234,0.014289986342191696,0.01428993046283722,0.014288271777331829,0.01428778562694788,0.014287767931818962,0.014292316511273384,0.014290135353803635
20,0.9399823,,,,,,,,,
21,0.014287181,0.014286855235695839,0.014291188679635525,0.014289889484643936,0.014288853853940964,0.014286763034760952,0.014287635684013367,0.01428693812340498,0.014287376776337624,0.8714072704315186
22,0.52199423,0.016671424731612206,0.016670962795615196,0.016670212149620056,0.016670674085617065,0.016673479229211807,0.016671447083353996,0.016671117395162582,0.34463608264923096,0.016670338809490204
23,0.020001804,0.020004212856292725,0.020001109689474106,0.02000192366540432,0.8199745416641235,0.02000289410352707,0.020001957193017006,0.020002197474241257,0.02000279165804386,0.020006578415632248
24,0.0142888995,0.014288476668298244,0.7047021985054016,0.01428993884474039,0.1809820532798767,0.014287962578237057,0.014289217069745064,0.01428910717368126,0.01429012231528759,0.014292018488049507
25,0.94704556,,,,,,,,,
26,0.020004705,0.02000322751700878,0.020006077364087105,0.02001010812819004,0.8199490308761597,0.020007599145174026,0.020002931356430054,0.02000419795513153,0.020005183294415474,0.020006971433758736
27,0.020003263,0.020001526921987534,0.020001672208309174,0.8199730515480042,0.0200012419372797,0.0200020931661129,0.020003126934170723,0.020005058497190475,0.020004063844680786,0.020004911348223686
28,0.011113298,0.8999837636947632,0.011113841086626053,0.011111872270703316,0.011112416163086891,0.011112521402537823,0.011112775653600693,0.011114217340946198,0.011112700216472149,0.011112590320408344
29,0.012504652,0.0125028807669878,0.01250432152301073,0.012502082623541355,0.012505972757935524,0.012502245604991913,0.012502113357186317,0.8874698281288147,0.012502490542829037,0.01250340137630701
30,0.9499868,,,,,,,,,
31,0.014287721,0.014289469458162785,0.014286870136857033,0.014287706464529037,0.8714070320129395,0.014288251288235188,0.014287023805081844,0.014288273639976978,0.014290085062384605,0.014287536032497883
32,0.899974,0.011112618260085583,0.011114711873233318,0.011112501844763756,0.011117460206151009,0.011112690903246403,0.011112691834568977,0.011114646680653095,0.01111310999840498,0.011115537956357002
33,0.98124635,,,,,,,,,
