,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
109,0.51297796,0.0666713,0.03824198,0.05858474,0.07983013,0.036434293,0.06568754,0.041757308,0.034285657,0.065529145
110,0.054162763,0.12088232,0.017509654,0.026823888,0.39797494,0.28774962,0.03007601,0.019119201,0.015698195,0.030003488
111,0.03512193,0.019794917,0.011354162,0.017393991,0.49243307,0.010817455,0.019502835,0.36394632,0.010179519,0.019455807
113,0.1061526,0.02242244,0.41107336,0.019702824,0.02684793,0.012253336,0.2875663,0.08041222,0.011530721,0.02203832
114,0.033177983,0.018699298,0.010725726,0.01643126,0.18843535,0.010218726,0.23981725,0.011711672,0.009616098,0.46116668
117,0.59629804,0.12088232,0.017509654,0.11717977,0.036551405,0.01668198,0.03007601,0.019119201,0.015698195,0.030003488
118,0.11829424,0.26401314,0.03824198,0.05858474,0.07983013,0.036434293,0.06568754,0.041757308,0.034285657,0.262871
120,0.041340847,0.07279246,0.25490364,0.09529254,0.07355831,0.17440091,0.061249845,0.0024302893,0.22021729,0.0038138183
121,0.03512193,0.13697773,0.30431122,0.0759854,0.023701815,0.010817455,0.019502835,0.24676351,0.12736233,0.019455807
123,0.021357136,0.012037002,0.0069043017,0.010577034,0.01441273,0.0065779383,0.047487978,0.0075389687,0.8612761,0.011830796
124,0.11829424,0.0666713,0.03824198,0.05858474,0.07983013,0.036434293,0.06568754,0.041757308,0.42896932,0.065529145
126,0.03978392,0.02242244,0.67654806,0.019702824,0.02684793,0.012253336,0.02209159,0.014043536,0.14426807,0.02203832
127,0.04587298,0.025854267,0.014829745,0.09924502,0.4135902,0.014128748,0.02547278,0.016192945,0.319402,0.025411356
128,0.7219261,0.021026913,0.012060823,0.018476559,0.025176968,0.011490713,0.020716654,0.013169494,0.13528912,0.0206667
129,0.07361158,0.0044414154,0.6992985,0.08278018,0.031610504,0.055012103,0.004375881,0.02907422,0.002283994,0.017511573
130,0.025986437,0.014646102,0.008400855,0.012869677,0.017536785,0.00800375,0.10113263,0.09587573,0.7011528,0.014395198
131,0.09972008,0.012960533,0.0074340296,0.0113885505,0.015518538,0.007082626,0.08949363,0.04647956,0.6971839,0.012738505
132,0.28177825,0.0099170245,0.5046998,0.008714189,0.07058158,0.03477304,0.068477936,0.0062111923,0.0050998214,0.009747135
134,0.25820485,0.03355866,0.019248907,0.12881935,0.13951312,0.018339017,0.23172553,0.02101833,0.017257512,0.13231479
135,0.09879738,0.05568276,0.031939063,0.048929,0.066672795,0.030429317,0.54931104,0.03487501,0.02863481,0.054728854
136,0.4155863,0.030526439,0.017509654,0.026823888,0.12690729,0.19739375,0.03007601,0.10947508,0.015698195,0.030003488
137,0.054162763,0.030526439,0.017509654,0.026823888,0.036551405,0.01668198,0.7529231,0.019119201,0.015698195,0.030003488
138,0.04967439,0.11086501,0.01605866,0.024601039,0.033522453,0.015299574,0.11045191,0.5147443,0.09726556,0.027517151
139,0.5701301,0.041878287,0.024020959,0.03679887,0.050143752,0.022885498,0.041260358,0.026229046,0.14549235,0.041160867
140,0.13254264,0.027996765,0.01605866,0.024601039,0.033522453,0.26390433,0.35905665,0.10040307,0.014397313,0.027517151
141,0.05954281,0.13288969,0.019248907,0.02948833,0.13951312,0.11767004,0.33105657,0.02101833,0.11658853,0.032983765
142,0.2632683,0.21294022,0.007730592,0.011842868,0.016137611,0.00736517,0.33241895,0.008441214,0.0069308244,0.13292427
143,0.054162763,0.030526439,0.017509654,0.026823888,0.036551405,0.01668198,0.5722113,0.10947508,0.106054075,0.030003488
144,0.22631374,0.047803883,0.02741982,0.04200575,0.057238877,0.026123697,0.47158584,0.029940344,0.024583107,0.046984952
145,0.1529712,0.31056437,0.23925574,0.009873478,0.013454034,0.0061403913,0.044329204,0.0070374967,0.0057782745,0.21059585
147,0.28668118,0.037259705,0.021371787,0.36359796,0.044613607,0.020361552,0.14699575,0.023336355,0.019160772,0.036621407
149,0.08481797,0.18929966,0.02741982,0.04200575,0.057238877,0.026123697,0.04709852,0.17143612,0.024583107,0.3299765
150,0.066456765,0.30488804,0.008051799,0.13698515,0.01680813,0.049221262,0.34623098,0.008791947,0.04876887,0.013797076
151,0.1473781,0.083063126,0.047644164,0.072988406,0.0994572,0.045392044,0.32769787,0.05202378,0.042715143,0.08164017
154,0.06610954,0.037259705,0.021371787,0.14302629,0.26518527,0.020361552,0.036709927,0.023336355,0.019160772,0.36747888
156,0.07430424,0.4137477,0.024020959,0.03679887,0.2980567,0.022885498,0.041260358,0.026229046,0.021535873,0.041160867
161,0.03978392,0.08879112,0.21196732,0.019702824,0.02684793,0.012253336,0.08846027,0.1467809,0.011530721,0.3538817
162,0.059091054,0.086371474,0.117994025,0.38041663,0.05189009,0.19154537,0.012297536,0.08170726,0.0064187073,0.012267883
163,0.07592024,0.11097015,0.009198379,0.29889235,0.019201616,0.008763575,0.110733524,0.10497756,0.24558085,0.015761787
164,0.1061526,0.02242244,0.0128612835,0.4179149,0.02684793,0.1449907,0.08846027,0.014043536,0.14426807,0.02203832
165,0.04967439,0.027996765,0.01605866,0.024601039,0.2821272,0.015299574,0.027583664,0.017534826,0.5116068,0.027517151
166,0.07430424,0.041878287,0.27193388,0.03679887,0.050143752,0.022885498,0.041260358,0.39809844,0.021535873,0.041160867
167,0.05954281,0.03355866,0.019248907,0.02948833,0.13951312,0.018339017,0.03306349,0.61700445,0.017257512,0.032983765
168,0.04967439,0.11086501,0.18179515,0.10746928,0.033522453,0.015299574,0.027583664,0.43187606,0.014397313,0.027517151
169,0.113698624,0.09510298,0.013775549,0.58979625,0.028756458,0.013124384,0.023662006,0.015041844,0.012350401,0.09469155
170,0.17085388,0.016036509,0.19906566,0.4887596,0.019201616,0.008763575,0.0632667,0.010043925,0.008246761,0.015761787
171,0.13254264,0.027996765,0.0989269,0.356074,0.116390705,0.098167814,0.027583664,0.017534826,0.014397313,0.110385396
172,0.037307847,0.08326494,0.012060823,0.20519063,0.21189104,0.011490713,0.33190677,0.013169494,0.010813071,0.08290472
173,0.054162763,0.030526439,0.017509654,0.7496709,0.036551405,0.01668198,0.03007601,0.019119201,0.015698195,0.030003488
174,0.19826071,0.041878287,0.024020959,0.2847118,0.050143752,0.27079844,0.041260358,0.026229046,0.021535873,0.041160867
175,0.59805524,0.016036509,0.009198379,0.061558258,0.11413526,0.008763575,0.015799886,0.15244438,0.008246761,0.015761787
176,0.13254264,0.027996765,0.01605866,0.10746928,0.033522453,0.098167814,0.52479315,0.017534826,0.014397313,0.027517151
177,0.11829424,0.0666713,0.03824198,0.05858474,0.07983013,0.23377614,0.26302937,0.041757308,0.034285657,0.065529145
178,0.08481797,0.047803883,0.02741982,0.3249973,0.19873466,0.026123697,0.04709852,0.17143612,0.024583107,0.046984952
179,0.29827914,0.442338,0.01605866,0.024601039,0.033522453,0.015299574,0.027583664,0.017534826,0.014397313,0.110385396
180,0.25820485,0.03355866,0.019248907,0.02948833,0.13951312,0.018339017,0.33105657,0.02101833,0.017257512,0.13231479
181,0.3252304,0.030526439,0.017509654,0.11717977,0.12690729,0.01668198,0.03007601,0.10947508,0.19640994,0.030003488
183,0.19826071,0.041878287,0.024020959,0.03679887,0.5459696,0.022885498,0.041260358,0.026229046,0.021535873,0.041160867
184,0.09954587,0.14550295,0.012060823,0.080714576,0.025176968,0.011490713,0.082954675,0.013169494,0.010813071,0.5185709
185,0.034923166,0.449588,0.09890412,0.0028803428,0.16886558,0.1570296,0.003229555,0.0020530154,0.0113880625,0.07113852
186,0.24461174,0.04306279,0.006237592,0.041743804,0.17396165,0.0059427433,0.13946675,0.0068109725,0.06996855,0.26819342
187,0.054162763,0.030526439,0.017509654,0.026823888,0.036551405,0.55881727,0.120431885,0.019119201,0.015698195,0.12035936
188,0.03978392,0.02242244,0.07922996,0.0860715,0.02684793,0.012253336,0.02209159,0.014043536,0.011530721,0.6857251
191,0.4568669,0.03355866,0.019248907,0.02948833,0.04018209,0.018339017,0.03306349,0.120349355,0.017257512,0.23164582
194,0.054162763,0.030526439,0.46928906,0.11717977,0.036551405,0.19739375,0.03007601,0.019119201,0.015698195,0.030003488
196,0.093713336,0.019794917,0.069945574,0.017393991,0.6682073,0.010817455,0.078094244,0.012397875,0.010179519,0.019455807
197,0.09954587,0.021026913,0.012060823,0.1429526,0.025176968,0.011490713,0.082954675,0.013169494,0.44647923,0.14514275
198,0.44617364,0.041878287,0.024020959,0.03679887,0.050143752,0.022885498,0.041260358,0.026229046,0.2694488,0.041160867
199,0.263614,0.05568276,0.031939063,0.048929,0.066672795,0.030429317,0.21967776,0.03487501,0.02863481,0.21954548
200,0.04967439,0.11086501,0.01605866,0.024601039,0.116390705,0.015299574,0.52479315,0.017534826,0.014397313,0.110385396
201,0.44617364,0.041878287,0.024020959,0.03679887,0.050143752,0.022885498,0.041260358,0.15018551,0.14549235,0.041160867
202,0.15887383,0.03355866,0.019248907,0.02948833,0.04018209,0.4156631,0.03306349,0.02101833,0.11658853,0.13231479
203,0.05954281,0.03355866,0.019248907,0.4268124,0.33817515,0.018339017,0.03306349,0.02101833,0.017257512,0.032983765
204,0.06610954,0.037259705,0.021371787,0.14302629,0.044613607,0.020361552,0.14699575,0.023336355,0.46030408,0.036621407
205,0.13975066,0.28296974,0.0048364927,0.007409258,0.010096179,0.10443978,0.05822351,0.15502895,0.22895794,0.008287523
207,0.18478523,0.16618958,0.013775549,0.02110343,0.028756458,0.43964398,0.023662006,0.015041844,0.083437,0.02360495
