,,record_id,file_id,bitlink,custom_bitlink,date_created,title,long_url,clicks_for_all_time,clicks_for_date_range,status,date_range_start,date_range_end,created_start,created_end,start_end
https://penncobaltplus.com/35r1wGN,566,rid0566,fid0045,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,895,25,,2022-07-01,2022-08-29,154 days,213 days,59 days
https://penncobaltplus.com/35r1wGN,330,rid0330,fid0027,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,897,24,,2022-07-09,2022-09-06,162 days,221 days,59 days
https://penncobaltplus.com/35r1wGN,390,rid0390,fid0031,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,897,15,,2022-07-15,2022-09-12,168 days,227 days,59 days
https://penncobaltplus.com/35r1wGN,129,rid0129,fid0010,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,897,11,,2022-07-24,2022-09-21,177 days,236 days,59 days
https://penncobaltplus.com/35r1wGN,552,rid0552,fid0044,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,898,9,,2022-07-29,2022-09-26,182 days,241 days,59 days
https://penncobaltplus.com/35r1wGN,524,rid0524,fid0042,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,898,8,,2022-08-05,2022-10-03,189 days,248 days,59 days
https://penncobaltplus.com/35r1wGN,40,rid0040,fid0004,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,900,10,,2022-08-12,2022-10-10,196 days,255 days,59 days
https://penncobaltplus.com/35r1wGN,602,rid0602,fid0047,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,900,9,,2022-08-19,2022-10-17,203 days,262 days,59 days
https://penncobaltplus.com/35r1wGN,641,rid0641,fid0050,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,902,7,,2022-08-28,2022-10-26,212 days,271 days,59 days
https://penncobaltplus.com/35r1wGN,507,rid0507,fid0041,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,904,7,,2022-09-02,2022-10-31,217 days,276 days,59 days
https://penncobaltplus.com/35r1wGN,163,rid0163,fid0012,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,906,9,,2022-09-09,2022-11-07,224 days,283 days,59 days
https://penncobaltplus.com/35r1wGN,427,rid0427,fid0033,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,906,9,,2022-09-16,2022-11-14,231 days,290 days,59 days
https://penncobaltplus.com/35r1wGN,460,rid0460,fid0037,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,907,10,,2022-09-23,2022-11-21,238 days,297 days,59 days
https://penncobaltplus.com/35r1wGN,274,rid0274,fid0020,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,908,10,,2022-09-30,2022-11-28,245 days,304 days,59 days
https://penncobaltplus.com/35r1wGN,307,rid0307,fid0024,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,910,2,,2022-12-11,2022-12-19,317 days,325 days,8 days
https://penncobaltplus.com/35r1wGN,305,rid0305,fid0023,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,911,1,,2023-01-09,2023-01-17,346 days,354 days,8 days
https://penncobaltplus.com/35r1wGN,21,rid0021,fid0002,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,912,1,,2023-01-23,2023-02-01,360 days,369 days,9 days
https://penncobaltplus.com/35r1wGN,344,rid0344,fid0028,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,912,1,,2023-01-30,2023-02-06,367 days,374 days,7 days
https://penncobaltplus.com/35r1wGN,119,rid0119,fid0009,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,913,1,,2023-02-13,2023-02-20,381 days,388 days,7 days
https://penncobaltplus.com/35r1wGN,444,rid0444,fid0035,https://penncobaltplus.com/35r1wGN,https://penncobaltplus.com/survey,2022-01-28,,https://redcap.link/cobaltRCT?utm_source=redcap&utm_medium=screening&utm_campaign=survey,918,6,,2023-02-20,2023-02-27,388 days,395 days,7 days
https://penncobaltplus.com/36HoWsH,632,rid0632,fid0049,https://penncobaltplus.com/36HoWsH,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/c74c24e7-9cf3-4af5-a40e-a0e0fd1aaa8f?utm_source=cobalt&utm_medium=april+2022+popular+content&utm_campaign=april+2022+popular+content,1,1,,2022-02-25,2022-04-25,-35 days,24 days,59 days
https://penncobaltplus.com/36HoWsH,31,rid0031,fid0003,https://penncobaltplus.com/36HoWsH,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/c74c24e7-9cf3-4af5-a40e-a0e0fd1aaa8f?utm_source=cobalt&utm_medium=april+2022+popular+content&utm_campaign=april+2022+popular+content,1,1,,2022-03-04,2022-05-02,-28 days,31 days,59 days
https://penncobaltplus.com/36HoWsH,13,rid0013,fid0001,https://penncobaltplus.com/36HoWsH,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/c74c24e7-9cf3-4af5-a40e-a0e0fd1aaa8f?utm_source=cobalt&utm_medium=april+2022+popular+content&utm_campaign=april+2022+popular+content,1,1,,2022-03-11,2022-05-09,-21 days,38 days,59 days
https://penncobaltplus.com/36HoWsH,156,rid0156,fid0011,https://penncobaltplus.com/36HoWsH,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/c74c24e7-9cf3-4af5-a40e-a0e0fd1aaa8f?utm_source=cobalt&utm_medium=april+2022+popular+content&utm_campaign=april+2022+popular+content,1,1,,2022-03-18,2022-05-16,-14 days,45 days,59 days
https://penncobaltplus.com/36HoWsH,420,rid0420,fid0032,https://penncobaltplus.com/36HoWsH,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/c74c24e7-9cf3-4af5-a40e-a0e0fd1aaa8f?utm_source=cobalt&utm_medium=april+2022+popular+content&utm_campaign=april+2022+popular+content,1,1,,2022-04-05,2022-06-03,4 days,63 days,59 days
https://penncobaltplus.com/36KGmVb,628,rid0628,fid0049,https://penncobaltplus.com/36KGmVb,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/719225f9-4d01-4e6d-92aa-3cbb82003f02?utm_source=cobalt&utm_medium=april+populat+content&utm_campaign=april+2022+popular+content,3,3,,2022-02-25,2022-04-25,-35 days,24 days,59 days
https://penncobaltplus.com/36KGmVb,28,rid0028,fid0003,https://penncobaltplus.com/36KGmVb,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/719225f9-4d01-4e6d-92aa-3cbb82003f02?utm_source=cobalt&utm_medium=april+populat+content&utm_campaign=april+2022+popular+content,3,3,,2022-03-04,2022-05-02,-28 days,31 days,59 days
https://penncobaltplus.com/36KGmVb,10,rid0010,fid0001,https://penncobaltplus.com/36KGmVb,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/719225f9-4d01-4e6d-92aa-3cbb82003f02?utm_source=cobalt&utm_medium=april+populat+content&utm_campaign=april+2022+popular+content,3,3,,2022-03-11,2022-05-09,-21 days,38 days,59 days
https://penncobaltplus.com/36KGmVb,152,rid0152,fid0011,https://penncobaltplus.com/36KGmVb,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/719225f9-4d01-4e6d-92aa-3cbb82003f02?utm_source=cobalt&utm_medium=april+populat+content&utm_campaign=april+2022+popular+content,3,3,,2022-03-18,2022-05-16,-14 days,45 days,59 days
https://penncobaltplus.com/36KGmVb,415,rid0415,fid0032,https://penncobaltplus.com/36KGmVb,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/719225f9-4d01-4e6d-92aa-3cbb82003f02?utm_source=cobalt&utm_medium=april+populat+content&utm_campaign=april+2022+popular+content,3,3,,2022-04-05,2022-06-03,4 days,63 days,59 days
https://penncobaltplus.com/36KGmVb,208,rid0208,fid0015,https://penncobaltplus.com/36KGmVb,,2022-04-01,Cobalt,https://www.penncobalt.com/on-your-time/719225f9-4d01-4e6d-92aa-3cbb82003f02?utm_source=cobalt&utm_medium=april+populat+content&utm_campaign=april+2022+popular+content,3,1,,2022-04-24,2022-06-22,23 days,82 days,59 days
https://penncobaltplus.com/36ZU4U8,288,rid0288,fid0021,https://penncobaltplus.com/36ZU4U8,https://penncobaltplus.com/informedconsent,2022-04-07,Qualtrics Survey | Qualtrics Experience Management,https://upenn.co1.qualtrics.com/jfe/form/SV_8ew9E5HybDBSG46?utm_source=qualtrics&utm_medium=informed+consent&utm_campaign=informed+consent,2,2,,2022-04-03,2022-04-11,-4 days,4 days,8 days
https://penncobaltplus.com/36ZU4U8,182,rid0182,fid0013,https://penncobaltplus.com/36ZU4U8,https://penncobaltplus.com/informedconsent,2022-04-07,Qualtrics Survey | Qualtrics Experience Management,https://upenn.co1.qualtrics.com/jfe/form/SV_8ew9E5HybDBSG46?utm_source=qualtrics&utm_medium=informed+consent&utm_campaign=informed+consent,2,2,,2022-02-22,2022-04-22,-44 days,15 days,59 days
https://penncobaltplus.com/36ZU4U8,631,rid0631,fid0049,https://penncobaltplus.com/36ZU4U8,https://penncobaltplus.com/informedconsent,2022-04-07,Qualtrics Survey | Qualtrics Experience Management,https://upenn.co1.qualtrics.com/jfe/form/SV_8ew9E5HybDBSG46?utm_source=qualtrics&utm_medium=informed+consent&utm_campaign=informed+consent,2,2,,2022-02-25,2022-04-25,-41 days,18 days,59 days
https://penncobaltplus.com/36ZU4U8,30,rid0030,fid0003,https://penncobaltplus.com/36ZU4U8,https://penncobaltplus.com/informedconsent,2022-04-07,Qualtrics Survey | Qualtrics Experience Management,https://upenn.co1.qualtrics.com/jfe/form/SV_8ew9E5HybDBSG46?utm_source=qualtrics&utm_medium=informed+consent&utm_campaign=informed+consent,2,2,,2022-03-04,2022-05-02,-34 days,25 days,59 days
https://penncobaltplus.com/36ZU4U8,11,rid0011,fid0001,https://penncobaltplus.com/36ZU4U8,https://penncobaltplus.com/informedconsent,2022-04-07,Qualtrics Survey | Qualtrics Experience Management,https://upenn.co1.qualtrics.com/jfe/form/SV_8ew9E5HybDBSG46?utm_source=qualtrics&utm_medium=informed+consent&utm_campaign=informed+consent,2,2,,2022-03-11,2022-05-09,-27 days,32 days,59 days
https://penncobaltplus.com/36ZU4U8,153,rid0153,fid0011,https://penncobaltplus.com/36ZU4U8,https://penncobaltplus.com/informedconsent,2022-04-07,Qualtrics Survey | Qualtrics Experience Management,https://upenn.co1.qualtrics.com/jfe/form/SV_8ew9E5HybDBSG46?utm_source=qualtrics&utm_medium=informed+consent&utm_campaign=informed+consent,2,2,,2022-03-18,2022-05-16,-20 days,39 days,59 days
https://penncobaltplus.com/36ZU4U8,417,rid0417,fid0032,https://penncobaltplus.com/36ZU4U8,https://penncobaltplus.com/informedconsent,2022-04-07,Qualtrics Survey | Qualtrics Experience Management,https://upenn.co1.qualtrics.com/jfe/form/SV_8ew9E5HybDBSG46?utm_source=qualtrics&utm_medium=informed+consent&utm_campaign=informed+consent,2,2,,2022-04-05,2022-06-03,-2 days,57 days,59 days
https://penncobaltplus.com/3AHZaic,296,rid0296,fid0022,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,3,,2021-12-31,2022-02-28,-28 days,31 days,59 days
https://penncobaltplus.com/3AHZaic,262,rid0262,fid0019,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,3,,2022-01-07,2022-03-07,-21 days,38 days,59 days
https://penncobaltplus.com/3AHZaic,217,rid0217,fid0016,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,3,,2022-01-14,2022-03-14,-14 days,45 days,59 days
https://penncobaltplus.com/3AHZaic,493,rid0493,fid0040,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,3,,2022-01-21,2022-03-21,-7 days,52 days,59 days
https://penncobaltplus.com/3AHZaic,482,rid0482,fid0039,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,3,,2022-01-21,2022-03-21,-7 days,52 days,59 days
https://penncobaltplus.com/3AHZaic,92,rid0092,fid0007,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,3,,2022-01-28,2022-03-28,0 days,59 days,59 days
https://penncobaltplus.com/3AHZaic,620,rid0620,fid0048,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,3,,2022-02-04,2022-04-04,7 days,66 days,59 days
https://penncobaltplus.com/3AHZaic,181,rid0181,fid0013,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,2,,2022-02-22,2022-04-22,25 days,84 days,59 days
https://penncobaltplus.com/3AHZaic,629,rid0629,fid0049,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,3,2,,2022-02-25,2022-04-25,28 days,87 days,59 days
https://penncobaltplus.com/3AHZaic,65,rid0065,fid0005,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,4,1,,2022-05-03,2022-06-09,95 days,132 days,37 days
https://penncobaltplus.com/3AHZaic,207,rid0207,fid0015,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,4,1,,2022-04-24,2022-06-22,86 days,145 days,59 days
https://penncobaltplus.com/3AHZaic,591,rid0591,fid0046,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,5,2,,2022-04-30,2022-06-28,92 days,151 days,59 days
https://penncobaltplus.com/3AHZaic,235,rid0235,fid0017,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,5,1,,2022-06-26,2022-07-11,149 days,164 days,15 days
https://penncobaltplus.com/3AHZaic,362,rid0362,fid0029,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,5,2,,2022-05-20,2022-07-18,112 days,171 days,59 days
https://penncobaltplus.com/3AHZaic,84,rid0084,fid0006,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,5,2,,2022-05-27,2022-07-25,119 days,178 days,59 days
https://penncobaltplus.com/3AHZaic,382,rid0382,fid0030,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,5,2,,2022-06-03,2022-08-01,126 days,185 days,59 days
https://penncobaltplus.com/3AHZaic,325,rid0325,fid0026,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,5,1,,2022-06-11,2022-08-09,134 days,193 days,59 days
https://penncobaltplus.com/3AHZaic,254,rid0254,fid0018,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,5,1,,2022-06-17,2022-08-15,140 days,199 days,59 days
https://penncobaltplus.com/3AHZaic,112,rid0112,fid0008,https://penncobaltplus.com/3AHZaic,https://penncobaltplus.com/pennkeyusername,2022-01-28,Forgot My PennKey Username,https://challengeresponse.apps.upenn.edu/challengeResponse/jsp/fast.do?fastStart=forgotMyUsername&utm_source=penn&utm_medium=pennkey&utm_campaign=username,5,1,,2022-06-24,2022-08-22,147 days,206 days,59 days
https://penncobaltplus.com/3AgJ69a,228,rid0228,fid0017,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,7,7,,2022-06-26,2022-07-11,-5 days,10 days,15 days
https://penncobaltplus.com/3AgJ69a,354,rid0354,fid0029,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,14,14,,2022-05-20,2022-07-18,-42 days,17 days,59 days
https://penncobaltplus.com/3AgJ69a,74,rid0074,fid0006,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,16,16,,2022-05-27,2022-07-25,-35 days,24 days,59 days
https://penncobaltplus.com/3AgJ69a,373,rid0373,fid0030,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,21,21,,2022-06-03,2022-08-01,-28 days,31 days,59 days
https://penncobaltplus.com/3AgJ69a,315,rid0315,fid0026,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,23,23,,2022-06-11,2022-08-09,-20 days,39 days,59 days
https://penncobaltplus.com/3AgJ69a,243,rid0243,fid0018,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,23,23,,2022-06-17,2022-08-15,-14 days,45 days,59 days
https://penncobaltplus.com/3AgJ69a,102,rid0102,fid0008,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,23,23,,2022-06-24,2022-08-22,-7 days,52 days,59 days
https://penncobaltplus.com/3AgJ69a,567,rid0567,fid0045,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,24,24,,2022-07-01,2022-08-29,0 days,59 days,59 days
https://penncobaltplus.com/3AgJ69a,333,rid0333,fid0027,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,24,17,,2022-07-09,2022-09-06,8 days,67 days,59 days
https://penncobaltplus.com/3AgJ69a,392,rid0392,fid0031,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,24,13,,2022-07-15,2022-09-12,14 days,73 days,59 days
https://penncobaltplus.com/3AgJ69a,131,rid0131,fid0010,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,24,8,,2022-07-24,2022-09-21,23 days,82 days,59 days
https://penncobaltplus.com/3AgJ69a,561,rid0561,fid0044,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,24,3,,2022-07-29,2022-09-26,28 days,87 days,59 days
https://penncobaltplus.com/3AgJ69a,536,rid0536,fid0042,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,24,1,,2022-08-05,2022-10-03,35 days,94 days,59 days
https://penncobaltplus.com/3AgJ69a,46,rid0046,fid0004,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,24,1,,2022-08-12,2022-10-10,42 days,101 days,59 days
https://penncobaltplus.com/3AgJ69a,612,rid0612,fid0047,https://penncobaltplus.com/3AgJ69a,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/e1ce20a5-8d3f-4b41-8beb-4988f3442953?utm_source=cobalt&utm_medium=month3&utm_campaign=july+2022,24,1,,2022-08-19,2022-10-17,49 days,108 days,59 days
https://penncobaltplus.com/3Ak2u4Z,236,rid0236,fid0017,https://penncobaltplus.com/3Ak2u4Z,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/0091d67e-8fd9-42fd-97e9-0a8c27d9d9b0?utm_source=cobalt&utm_medium=month+6&utm_campaign=july+2022,1,1,,2022-06-26,2022-07-11,-5 days,10 days,15 days
https://penncobaltplus.com/3Ak2u4Z,365,rid0365,fid0029,https://penncobaltplus.com/3Ak2u4Z,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/0091d67e-8fd9-42fd-97e9-0a8c27d9d9b0?utm_source=cobalt&utm_medium=month+6&utm_campaign=july+2022,1,1,,2022-05-20,2022-07-18,-42 days,17 days,59 days
https://penncobaltplus.com/3Ak2u4Z,78,rid0078,fid0006,https://penncobaltplus.com/3Ak2u4Z,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/0091d67e-8fd9-42fd-97e9-0a8c27d9d9b0?utm_source=cobalt&utm_medium=month+6&utm_campaign=july+2022,3,3,,2022-05-27,2022-07-25,-35 days,24 days,59 days
https://penncobaltplus.com/3Ak2u4Z,380,rid0380,fid0030,https://penncobaltplus.com/3Ak2u4Z,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/0091d67e-8fd9-42fd-97e9-0a8c27d9d9b0?utm_source=cobalt&utm_medium=month+6&utm_campaign=july+2022,3,3,,2022-06-03,2022-08-01,-28 days,31 days,59 days
https://penncobaltplus.com/3Ak2u4Z,323,rid0323,fid0026,https://penncobaltplus.com/3Ak2u4Z,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/0091d67e-8fd9-42fd-97e9-0a8c27d9d9b0?utm_source=cobalt&utm_medium=month+6&utm_campaign=july+2022,3,3,,2022-06-11,2022-08-09,-20 days,39 days,59 days
https://penncobaltplus.com/3Ak2u4Z,251,rid0251,fid0018,https://penncobaltplus.com/3Ak2u4Z,,2022-07-01,Cobalt,https://www.penncobalt.com/on-your-time/0091d67e-8fd9-42fd-97e9-0a8c27d9d9b0?utm_source=cobalt&utm_medium=month+6&utm_campaign=july+2022,3,3,,2022-06-17,2022-08-15,-14 days,45 days,59 days
