content_type_id,content_count,view_count,views_per_content
ARTICLE,31,95,3.064516129032258
EXT_BLOG,19,149,7.842105263157895
PODCAST,38,273,7.184210526315789
VIDEO,20,45,2.25
WORKSHEET,1,1,1.0
