content_type_id,content_count,view_count,views_per_content
ARTICLE,19,80,4.2105263157894735
EXT_BLOG,10,47,4.7
PODCAST,39,460,11.794871794871796
VIDEO,11,152,13.818181818181818
WORKSHEET,1,3,3.0
