content_type_id,content_count,view_count,views_per_content
APP,1,1,1.0
ARTICLE,27,58,2.1481481481481484
EXT_BLOG,17,65,3.823529411764706
PODCAST,34,279,8.205882352941176
VIDEO,11,23,2.090909090909091
WORKSHEET,1,1,1.0
