content_type_id,content_count,view_count,views_per_content
ARTICLE,25,73,2.92
EXT_BLOG,23,164,7.130434782608695
PODCAST,39,343,8.794871794871796
VIDEO,15,39,2.6
WORKSHEET,1,2,2.0
