Bitlink,Custom Bitlink,Date Created,Title,Long URL,Clicks for all time,Clicks for date range,Status
https://penncobaltplus.com/3vLl4Ax,https://penncobaltplus.com/ClinCardFAQ,05/05/2022,Box,https://upenn.box.com/s/mxlafo5echcubp30ru8kame54j0cc3h3?utm_source=visa+&utm_medium=clincard&utm_campaign=faq,203,3,
http://penncobaltplus.com/34eQu6Y,http://penncobaltplus.com/connect-with-peer,01/28/2022,Cobalt,https://www.penncobalt.com/connect-with-support?supportRoleId=COACH&immediateAccess=false&track=true&accountSourceId=PENN_KEY_SSO&utm_source=cobalt&utm_medium=coach&utm_campaign=coach,553,2,
https://penncobaltplus.com/3U92lYp,,11/28/2022,Cobalt,https://www.penncobalt.com/on-your-time/5ddfe9c0-e69a-4bfb-9388-29c4203605ac,2,2,
https://penncobaltplus.com/3UM0oD3,,09/30/2022,Cobalt,https://www.penncobalt.com/on-your-time/70d9e9f6-1005-4d18-88c4-b1d9b7c9b5e7,4,2,
https://penncobaltplus.com/3sLI9ke,,10/31/2022,Cobalt,https://www.penncobalt.com/on-your-time/b00f3046-96ef-40ba-8b21-0733758bcf61?utm_source=cobalt&utm_medium=month3&utm_campaign=nov+22,2,2,
https://penncobaltplus.com/3gW589w,,10/31/2022,Cobalt,https://www.penncobalt.com/on-your-time/d0d93fd5-5add-4af8-9d29-ce7bea63a125?utm_source=cobalt&utm_medium=month6&utm_campaign=nov+22,2,2,
https://penncobaltplus.com/3G9GOYK,https://penncobaltplus.com/on-your-time,01/28/2022,Cobalt,https://www.penncobalt.com/on-your-time/6ceb326f-37be-4958-901c-63ce4ea38d94?utm_source=cobalt&utm_medium=monthly&utm_campaign=jan+2022,159,1,
https://penncobaltplus.com/3KSNu0T,https://penncobaltplus.com/in-the-studio,01/28/2022,Cobalt,https://www.penncobalt.com/in-the-studio?utm_source=cobalt&utm_medium=static&utm_campaign=studio,233,1,
https://penncobaltplus.com/3inZcqM,,11/28/2022,Cobalt,https://www.penncobalt.com/on-your-time/bdf7f7f5-912f-4d8b-9329-f6d756f0be55,1,1,
