Entity,,,,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Group Sessions,Group Sessions,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views
Group,,,,Aggregate,Aggregate,Account Type,Account Type,Account Type,Account Type,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Aggregate,Aggregate,Triage Level,Triage Level,Triage Level,Triage Level,Triage Level,Triage Level,Crisis Flag,Crisis Flag,Crisis Flag,Crisis Flag,Aggregate,Aggregate,Clinical Level,Clinical Level,Clinical Level,Clinical Level,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Aggregate,Aggregate,Aggregate,Aggregate,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type
Metric,,,,Total,Total_Studio_Pct,Anonymous,Anonymous_Studio_Pct,Verified,Verified_Studio_Pct,Anonymous,Anonymous_Studio_Pct,Email_password,Email_password_Studio_Pct,Penn_key_sso,Penn_key_sso_Studio_Pct,Penn_mpm_sso,Penn_mpm_sso_Studio_Pct,Penn_sso,Penn_sso_Studio_Pct,Total,Total_Studio_Pct,Mild,Mild_Studio_Pct,Moderate,Moderate_Studio_Pct,Severe,Severe_Studio_Pct,No,No_Studio_Pct,Yes,Yes_Studio_Pct,Total,Total_Studio_Pct,Clinical,Clinical_Studio_Pct,Sub-clinical,Sub-clinical_Studio_Pct,Care_manager,Care_manager_Studio_Pct,Chaplain,Chaplain_Studio_Pct,Clinician,Clinician_Studio_Pct,Coach,Coach_Studio_Pct,Other,Other_Studio_Pct,Peer,Peer_Studio_Pct,Psychiatrist,Psychiatrist_Studio_Pct,Psychologist,Psychologist_Studio_Pct,Undefined,Undefined_Studio_Pct,Total,Total_Studio_Pct,Total,Total_Studio_Pct,App,App_Studio_Pct,Article,Article_Studio_Pct,Podcast,Podcast_Studio_Pct,Video,Video_Studio_Pct,Worksheet,Worksheet_Studio_Pct
Year,Connect with Support,In the Studio,On Your Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,0,0,1,1480.0,0.1290547610742937,971.0,0.11290697674418605,509.0,0.17747559274755928,971.0,0.11290697674418605,0.0,,329.0,0.16532663316582916,0.0,,180.0,0.20501138952164008,36.0,0.1,19.0,0.10982658959537572,15.0,0.09740259740259741,2.0,0.06060606060606061,34.0,0.11074918566775244,2.0,0.03773584905660377,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5382.0,1.0,1.0,1.0,736.0,1.0,3115.0,1.0,1525.0,1.0,5.0,1.0
2022,0,1,0,2275.0,0.8227848101265823,1290.0,0.8531746031746031,985.0,0.7861133280127693,1290.0,0.8531746031746031,0.0,,586.0,0.7897574123989218,0.0,,399.0,0.7808219178082192,30.0,0.6666666666666666,13.0,0.5909090909090909,13.0,0.7222222222222222,4.0,0.8,25.0,0.6410256410256411,5.0,0.8333333333333334,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4116.0,0.6825870646766169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,1,1,490.0,0.17721518987341772,222.0,0.14682539682539683,268.0,0.21388667198723066,222.0,0.14682539682539683,0.0,,156.0,0.21024258760107817,0.0,,112.0,0.2191780821917808,15.0,0.3333333333333333,9.0,0.4090909090909091,5.0,0.2777777777777778,1.0,0.2,14.0,0.358974358974359,1.0,0.16666666666666666,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1914.0,0.3174129353233831,3043.0,1.0,1.0,1.0,343.0,1.0,2044.0,1.0,648.0,1.0,7.0,1.0
2022,1,0,0,717.0,0.9446640316205533,420.0,0.9882352941176471,297.0,0.8892215568862275,420.0,0.9882352941176471,0.0,,209.0,0.8708333333333333,0.0,,88.0,0.9361702127659575,180.0,0.9137055837563451,77.0,0.9058823529411765,99.0,0.9252336448598131,4.0,0.8,161.0,0.9147727272727273,19.0,0.9047619047619048,955.0,0.9381139489194499,492.0,0.9590643274853801,463.0,0.9168316831683169,259.0,0.9384057971014492,2.0,1.0,489.0,0.9588235294117647,188.0,0.8952380952380953,0.0,0.0,0.0,,3.0,1.0,0.0,,14.0,0.875,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022,1,0,1,42.0,0.05533596837944664,5.0,0.011764705882352941,37.0,0.11077844311377245,5.0,0.011764705882352941,0.0,,31.0,0.12916666666666668,0.0,,6.0,0.06382978723404255,17.0,0.08629441624365482,8.0,0.09411764705882353,8.0,0.07476635514018691,1.0,0.2,15.0,0.08522727272727272,2.0,0.09523809523809523,63.0,0.0618860510805501,21.0,0.04093567251461988,42.0,0.08316831683168317,17.0,0.06159420289855073,0.0,0.0,21.0,0.041176470588235294,22.0,0.10476190476190476,1.0,1.0,0.0,,0.0,0.0,0.0,,2.0,0.125,0.0,,145.0,1.0,0.0,,60.0,1.0,41.0,1.0,44.0,1.0,0.0,
2022,1,1,0,62.0,0.6019417475728155,11.0,0.55,51.0,0.6144578313253012,11.0,0.55,0.0,,39.0,0.6190476190476191,0.0,,12.0,0.6,33.0,0.7021276595744681,13.0,0.6842105263157895,19.0,0.76,1.0,0.3333333333333333,32.0,0.7111111111111111,1.0,0.5,112.0,0.6187845303867403,38.0,0.6785714285714286,74.0,0.592,37.0,0.5522388059701493,1.0,0.5,38.0,0.6785714285714286,35.0,0.6481481481481481,0.0,,0.0,,0.0,,0.0,,1.0,0.5,173.0,0.473972602739726,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,1,1,1,41.0,0.39805825242718446,9.0,0.45,32.0,0.3855421686746988,9.0,0.45,0.0,,24.0,0.38095238095238093,0.0,,8.0,0.4,14.0,0.2978723404255319,6.0,0.3157894736842105,6.0,0.24,2.0,0.6666666666666666,13.0,0.28888888888888886,1.0,0.5,69.0,0.3812154696132597,18.0,0.32142857142857145,51.0,0.408,30.0,0.44776119402985076,1.0,0.5,18.0,0.32142857142857145,19.0,0.35185185185185186,0.0,,0.0,,0.0,,0.0,,1.0,0.5,192.0,0.5260273972602739,146.0,1.0,0.0,,43.0,1.0,61.0,1.0,37.0,1.0,5.0,1.0
2023,0,0,0,4942.0,0.9081220139654539,2458.0,0.931060606060606,2484.0,0.8865096359743041,2458.0,0.931060606060606,0.0,,1090.0,0.8912510220768601,0.0,,1394.0,0.882837238758708,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,0,1,500.0,0.09187798603454612,182.0,0.06893939393939394,318.0,0.11349036402569593,182.0,0.06893939393939394,0.0,,133.0,0.10874897792313983,0.0,,185.0,0.11716276124129196,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1872.0,1.0,21.0,1.0,510.0,1.0,770.0,1.0,567.0,1.0,4.0,1.0
2023,0,1,0,1548.0,0.9105882352941177,146.0,0.9012345679012346,1402.0,0.9115734720416124,146.0,0.9012345679012346,0.0,,559.0,0.9316666666666666,0.0,,843.0,0.8987206823027718,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3695.0,0.6764921274258513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
