Entity,,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Group Sessions,Group Sessions,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views
Group,,Aggregate,Aggregate,Account Type,Account Type,Account Type,Account Type,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Account Source,Aggregate,Aggregate,Triage Level,Triage Level,Triage Level,Triage Level,Triage Level,Triage Level,Crisis Flag,Crisis Flag,Crisis Flag,Crisis Flag,Aggregate,Aggregate,Clinical Level,Clinical Level,Clinical Level,Clinical Level,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Provider Role,Aggregate,Aggregate,Aggregate,Aggregate,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type,Content Type
Metric,,Total,Total_Year_Pct,Anonymous,Anonymous_Year_Pct,Verified,Verified_Year_Pct,Anonymous,Anonymous_Year_Pct,Email_password,Email_password_Year_Pct,Penn_key_sso,Penn_key_sso_Year_Pct,Penn_mpm_sso,Penn_mpm_sso_Year_Pct,Penn_sso,Penn_sso_Year_Pct,Total,Total_Year_Pct,Mild,Mild_Year_Pct,Moderate,Moderate_Year_Pct,Severe,Severe_Year_Pct,No,No_Year_Pct,Yes,Yes_Year_Pct,Total,Total_Year_Pct,Clinical,Clinical_Year_Pct,Sub-clinical,Sub-clinical_Year_Pct,Care_manager,Care_manager_Year_Pct,Chaplain,Chaplain_Year_Pct,Clinician,Clinician_Year_Pct,Coach,Coach_Year_Pct,Other,Other_Year_Pct,Peer,Peer_Year_Pct,Psychiatrist,Psychiatrist_Year_Pct,Psychologist,Psychologist_Year_Pct,Undefined,Undefined_Year_Pct,Total,Total_Year_Pct,Total,Total_Year_Pct,App,App_Year_Pct,Article,Article_Year_Pct,Podcast,Podcast_Year_Pct,Video,Video_Year_Pct,Worksheet,Worksheet_Year_Pct
Year,Domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Site_wide,12591.0,0.7794836872407602,10200.0,0.8267812272027235,2391.0,0.6265723270440252,10200.0,0.8267812272027235,0.0,,1187.0,0.6128033040784718,88.0,1.0,1116.0,0.6231155778894473,819.0,0.5739313244569026,381.0,0.5852534562211982,362.0,0.558641975308642,76.0,0.59375,719.0,0.5761217948717948,100.0,0.5586592178770949,1491.0,0.44667465548232477,1039.0,0.4503684438664933,452.0,0.4384093113482056,160.0,0.4610951008645533,9.0,0.45,871.0,0.4492006188757091,282.0,0.4259818731117825,0.0,,1.0,0.5,168.0,0.45652173913043476,0.0,,0.0,,1255.0,0.41120576671035386,4595.0,0.43255200979007813,0.0,,1215.0,0.425569176882662,1988.0,0.42844827586206896,1372.0,0.4447325769854133,20.0,0.46511627906976744
2022,Connect with Support,862.0,0.04128747964364403,445.0,0.03238483370933702,417.0,0.05842791088692728,445.0,0.03238483370933702,0.0,,303.0,0.0647021140294683,0.0,,114.0,0.04645476772616137,244.0,0.22867853795688847,104.0,0.2139917695473251,132.0,0.2573099415204678,8.0,0.11764705882352941,221.0,0.23312236286919832,23.0,0.19327731092436976,1199.0,0.44227222427148655,569.0,0.46147607461476076,630.0,0.42625169147496617,343.0,0.42875,4.0,0.36363636363636365,566.0,0.4612876935615322,264.0,0.42375601926163725,1.0,0.3333333333333333,0.0,,3.0,0.5,0.0,,18.0,0.43902439024390244,365.0,0.02391717449708407,291.0,0.013915455241009947,0.0,0.0,103.0,0.03610234840518752,102.0,0.008013198208814519,81.0,0.015358361774744027,5.0,0.09803921568627451
2022,In the Studio,2868.0,0.13736947983523326,1532.0,0.11149115784877374,1336.0,0.1871934986689085,1532.0,0.11149115784877374,0.0,,805.0,0.17189835575485798,0.0,,531.0,0.21638141809290953,92.0,0.08622305529522024,41.0,0.08436213991769548,43.0,0.08382066276803118,8.0,0.11764705882352941,84.0,0.08860759493670886,8.0,0.06722689075630252,181.0,0.06676503135374401,56.0,0.0454176804541768,125.0,0.08457374830852503,67.0,0.08375,2.0,0.18181818181818182,56.0,0.045639771801140996,54.0,0.08667736757624397,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.04878048780487805,6395.0,0.4190420024900072,3189.0,0.15249617444529456,1.0,0.2,386.0,0.13529617946021733,2105.0,0.1653704140152408,685.0,0.12988244216913158,12.0,0.23529411764705882
2022,On Your Time,2053.0,0.09833317367563943,1207.0,0.08783931300487592,846.0,0.11853720050441362,1207.0,0.08783931300487592,0.0,,540.0,0.11531069827033953,0.0,,306.0,0.12469437652811736,82.0,0.07685098406747891,42.0,0.08641975308641975,34.0,0.06627680311890838,6.0,0.08823529411764706,76.0,0.08016877637130802,6.0,0.05042016806722689,132.0,0.04869052010328292,39.0,0.031630170316301706,93.0,0.06292286874154263,47.0,0.05875,1.0,0.09090909090909091,39.0,0.03178484107579462,41.0,0.06581059390048154,1.0,0.3333333333333333,0.0,,0.0,0.0,0.0,,3.0,0.07317073170731707,2106.0,0.13799882052290152,8716.0,0.41679418515684774,2.0,0.4,1182.0,0.41430073606729756,5261.0,0.41330819388797235,2254.0,0.4273795980280622,17.0,0.3333333333333333
2022,Site_wide,15095.0,0.7230098668454833,10557.0,0.7682846954370133,4538.0,0.6358413899397506,10557.0,0.7682846954370133,0.0,,3035.0,0.6480888319453342,0.0,,1503.0,0.6124694376528117,649.0,0.6082474226804123,299.0,0.6152263374485597,304.0,0.5925925925925926,46.0,0.6764705882352942,567.0,0.5981012658227848,82.0,0.6890756302521008,1199.0,0.44227222427148655,569.0,0.46147607461476076,630.0,0.42625169147496617,343.0,0.42875,4.0,0.36363636363636365,566.0,0.4612876935615322,264.0,0.42375601926163725,1.0,0.3333333333333333,0.0,,3.0,0.5,0.0,,18.0,0.43902439024390244,6395.0,0.4190420024900072,8716.0,0.41679418515684774,2.0,0.4,1182.0,0.41430073606729756,5261.0,0.41330819388797235,2254.0,0.4273795980280622,17.0,0.3333333333333333
2023,Connect with Support,541.0,0.05066966376322937,208.0,0.05795486207857342,333.0,0.04698081264108352,208.0,0.05795486207857342,0.0,,192.0,0.06359721762172905,0.0,,141.0,0.034652248709756694,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,787.0,0.4326553051126993,318.0,0.4683357879234168,469.0,0.4114035087719298,0.0,,15.0,0.35714285714285715,318.0,0.4683357879234168,192.0,0.40764331210191085,0.0,,0.0,,0.0,,0.0,,262.0,0.4178628389154705,461.0,0.032197234250593655,176.0,0.020222911639664484,28.0,0.13725490196078433,69.0,0.03146374829001368,35.0,0.009208103130755065,39.0,0.01589242053789731,5.0,0.09803921568627451
2023,In the Studio,1762.0,0.16502762948393743,169.0,0.0470883254388409,1593.0,0.22474604966139955,169.0,0.0470883254388409,0.0,,626.0,0.2073534282875124,0.0,,967.0,0.23765052838535267,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,152.0,0.08356239692138538,28.0,0.041237113402061855,124.0,0.10877192982456141,0.0,,8.0,0.19047619047619047,28.0,0.041237113402061855,57.0,0.12101910828025478,0.0,,0.0,,0.0,,0.0,,59.0,0.09409888357256778,5923.0,0.41367509428691157,1557.0,0.17890382626680454,42.0,0.20588235294117646,348.0,0.15868673050615595,734.0,0.19310707708497762,423.0,0.17237163814180928,10.0,0.19607843137254902
2023,On Your Time,691.0,0.0647185539009085,202.0,0.05628308721092226,489.0,0.06898984198645598,202.0,0.05628308721092226,0.0,,186.0,0.06160980457105002,0.0,,303.0,0.07446547063160482,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,93.0,0.05112699285321605,15.0,0.022091310751104567,78.0,0.06842105263157895,0.0,,4.0,0.09523809523809523,15.0,0.022091310751104567,30.0,0.06369426751592357,0.0,,0.0,,0.0,,0.0,,44.0,0.07017543859649122,2011.0,0.14045257717558318,3485.0,0.40043663104676547,67.0,0.3284313725490196,888.0,0.4049247606019152,1516.0,0.39884240989213365,996.0,0.4058679706601467,18.0,0.35294117647058826
2023,Site_wide,7683.0,0.7195841528519247,3010.0,0.8386737252716634,4673.0,0.6592832957110609,3010.0,0.8386737252716634,0.0,,2015.0,0.6674395495197085,0.0,,2658.0,0.6532317522732858,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,787.0,0.4326553051126993,318.0,0.4683357879234168,469.0,0.4114035087719298,0.0,,15.0,0.35714285714285715,318.0,0.4683357879234168,192.0,0.40764331210191085,0.0,,0.0,,0.0,,0.0,,262.0,0.4178628389154705,5923.0,0.41367509428691157,3485.0,0.40043663104676547,67.0,0.3284313725490196,888.0,0.4049247606019152,1516.0,0.39884240989213365,996.0,0.4058679706601467,18.0,0.35294117647058826
2024,Connect with Support,103.0,0.0624620982413584,5.0,0.013550135501355014,98.0,0.0765625,5.0,0.013550135501355014,0.0,,73.0,0.1206611570247934,0.0,,25.0,0.037037037037037035,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,202.0,0.42348008385744235,88.0,0.4808743169398907,114.0,0.3877551020408163,0.0,,8.0,0.42105263157894735,88.0,0.4808743169398907,36.0,0.3364485981308411,0.0,,0.0,,0.0,,9.0,0.375,61.0,0.4236111111111111,111.0,0.028505392912172575,43.0,0.03849597135183527,2.0,0.18181818181818182,16.0,0.06349206349206349,6.0,0.02459016393442623,19.0,0.03161397670549085,0.0,0.0
2024,In the Studio,304.0,0.18435415403274713,35.0,0.0948509485094851,269.0,0.21015625,35.0,0.0948509485094851,0.0,,98.0,0.16198347107438016,0.0,,171.0,0.25333333333333335,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,40.0,0.08385744234800839,4.0,0.02185792349726776,36.0,0.12244897959183673,0.0,,2.0,0.10526315789473684,4.0,0.02185792349726776,19.0,0.17757009345794392,0.0,,0.0,,0.0,,3.0,0.125,12.0,0.08333333333333333,1629.0,0.41833590138674887,190.0,0.1700984780662489,1.0,0.09090909090909091,40.0,0.15873015873015872,16.0,0.06557377049180328,132.0,0.21963394342762063,1.0,0.1111111111111111
2024,On Your Time,54.0,0.03274711946634324,23.0,0.06233062330623306,31.0,0.02421875,23.0,0.06233062330623306,0.0,,17.0,0.02809917355371901,0.0,,14.0,0.02074074074074074,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.0,0.06918238993710692,3.0,0.01639344262295082,30.0,0.10204081632653061,0.0,,1.0,0.05263157894736842,3.0,0.01639344262295082,16.0,0.14953271028037382,0.0,,0.0,,0.0,,3.0,0.125,10.0,0.06944444444444445,525.0,0.13482280431432975,442.0,0.39570277529095793,4.0,0.36363636363636365,98.0,0.3888888888888889,111.0,0.45491803278688525,225.0,0.37437603993344426,4.0,0.4444444444444444
2024,Site_wide,1188.0,0.7204366282595512,306.0,0.8292682926829268,882.0,0.6890625,306.0,0.8292682926829268,0.0,,417.0,0.6892561983471074,0.0,,465.0,0.6888888888888889,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,202.0,0.42348008385744235,88.0,0.4808743169398907,114.0,0.3877551020408163,0.0,,8.0,0.42105263157894735,88.0,0.4808743169398907,36.0,0.3364485981308411,0.0,,0.0,,0.0,,9.0,0.375,61.0,0.4236111111111111,1629.0,0.41833590138674887,442.0,0.39570277529095793,4.0,0.36363636363636365,98.0,0.3888888888888889,111.0,0.45491803278688525,225.0,0.37437603993344426,4.0,0.4444444444444444
All Time,Connect with Support,3428.0,0.051270546357368274,1615.0,0.03907005999612928,1813.0,0.07102840352595495,1615.0,0.03907005999612928,0.0,0.0,821.0,0.07473827947200729,0.0,0.0,992.0,0.06864576845893018,1156.0,0.26611418047882135,435.0,0.23015873015873015,625.0,0.29861442904921165,96.0,0.2659279778393352,1029.0,0.2678292555960437,127.0,0.25298804780876494,5117.0,0.438437151915003,3080.0,0.44786971062963504,2037.0,0.42490613266583227,505.0,0.43874891398783666,54.0,0.3829787234042553,2637.0,0.4467976956963741,1115.0,0.42282897231702693,2.0,0.3333333333333333,11.0,0.4782608695652174,443.0,0.4543589743589744,9.0,0.375,341.0,0.41995073891625617,1092.0,0.02986952597171695,1402.0,0.026631714915279995,30.0,0.13636363636363635,603.0,0.045277068628923264,326.0,0.013978217991595918,398.0,0.0263908228897288,45.0,0.06401137980085349
All Time,In the Studio,6579.0,0.09839816933638444,2364.0,0.057189858718792334,4215.0,0.16513222331047991,2364.0,0.057189858718792334,0.0,0.0,1853.0,0.16868456986800182,0.0,0.0,2362.0,0.16344889627015433,291.0,0.06698895027624309,141.0,0.0746031746031746,132.0,0.0630673674151935,18.0,0.04986149584487535,260.0,0.0676730869338886,31.0,0.061752988047808766,642.0,0.055008139833776025,270.0,0.039261305801948525,372.0,0.07759699624530664,79.0,0.0686359687228497,17.0,0.12056737588652482,243.0,0.041172483903761437,200.0,0.07584376185058779,0.0,0.0,0.0,0.0,27.0,0.027692307692307693,3.0,0.125,73.0,0.08990147783251232,15213.0,0.4161218851719139,6660.0,0.12651014360610896,44.0,0.2,1371.0,0.10294338489262653,3500.0,0.15007289254780892,1685.0,0.11172999137988197,60.0,0.08534850640113797
All Time,On Your Time,6754.0,0.10101553970176934,3799.0,0.0919053609444552,2955.0,0.1157688540646425,3799.0,0.0919053609444552,0.0,0.0,1115.0,0.10150204824761037,0.0,0.0,1840.0,0.12732682859317696,402.0,0.0925414364640884,193.0,0.10211640211640212,182.0,0.08695652173913043,27.0,0.07479224376731301,359.0,0.09344091618948465,43.0,0.08565737051792828,795.0,0.06811755633621798,447.0,0.06499927293878145,348.0,0.07259073842302878,62.0,0.05386620330147698,16.0,0.11347517730496454,385.0,0.06523212470349034,207.0,0.07849829351535836,2.0,0.3333333333333333,1.0,0.043478260869565216,62.0,0.06358974358974359,3.0,0.125,57.0,0.07019704433497537,5041.0,0.13788670368445527,22291.0,0.4234290707393055,73.0,0.33181818181818185,5672.0,0.4258897732392251,9748.0,0.4179744447302976,6499.0,0.4309395928651946,299.0,0.42532005689900426
All Time,Site_wide,50100.0,0.7493157446044779,33558.0,0.8118347203406232,16542.0,0.6480705190989227,33558.0,0.8118347203406232,1.0,1.0,7196.0,0.6550751024123805,88.0,1.0,9257.0,0.6405785066777385,2495.0,0.5743554327808471,1121.0,0.5931216931216932,1154.0,0.5513616817964644,220.0,0.6094182825484764,2194.0,0.571056741280583,301.0,0.599601593625498,5117.0,0.438437151915003,3080.0,0.44786971062963504,2037.0,0.42490613266583227,505.0,0.43874891398783666,54.0,0.3829787234042553,2637.0,0.4467976956963741,1115.0,0.42282897231702693,2.0,0.3333333333333333,11.0,0.4782608695652174,443.0,0.4543589743589744,9.0,0.375,341.0,0.41995073891625617,15213.0,0.4161218851719139,22291.0,0.4234290707393055,73.0,0.33181818181818185,5672.0,0.4258897732392251,9748.0,0.4179744447302976,6499.0,0.4309395928651946,299.0,0.42532005689900426
