content_type_id,content_count,view_count,views_per_content
APP,2,3,1.5
ARTICLE,21,37,1.7619047619047619
PODCAST,14,26,1.8571428571428572
VIDEO,16,79,4.9375
WORKSHEET,1,1,1.0
