,mild,moderate,severe,total,mild_rel_prop,moderate_rel_prop,severe_rel_prop,account_id,mild_acct_rate,moderate_acct_rate,severe_acct_rate,total_acct_rate,mild_acct_rate100,moderate_acct_rate100,severe_acct_rate100,total_acct_rate100
count,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0
mean,9.50413223140496,9.702479338842975,1.8264462809917354,21.03305785123967,0.45628996870895316,0.4518171561182147,0.09189287517283233,306.6694214876033,0.0363906067230039,0.03652699477994222,0.007122050389146794,0.08003965189209288,3.63906067230039,3.65269947799422,0.7122050389146789,8.00396518920929
std,5.980696680351641,6.459675724703178,1.661714405618552,12.287482712295411,0.12240146888580986,0.1281457707990153,0.07355879221127651,186.93391828975965,0.02271824338196656,0.024294722515267004,0.007198955785218057,0.04631810055104489,2.2718243381966565,2.429472251526701,0.7198955785218063,4.6318100551044905
min,1.0,1.0,0.0,6.0,0.09090909090909091,0.07692307692307693,0.0,104.0,0.003952569169960474,0.0022624434389140274,0.0,0.013636363636363636,0.3952569169960474,0.22624434389140274,0.0,1.3636363636363635
25%,6.0,5.0,1.0,13.0,0.36666666666666664,0.375,0.047619047619047616,184.0,0.0213903743315508,0.0196078431372549,0.0020491803278688526,0.05091649694501019,2.13903743315508,1.9607843137254901,0.20491803278688525,5.091649694501019
50%,9.0,8.0,2.0,18.0,0.45,0.45454545454545453,0.07692307692307693,253.0,0.03162055335968379,0.0304,0.005305039787798408,0.06722689075630252,3.1620553359683794,3.04,0.5305039787798408,6.722689075630252
75%,12.0,13.0,3.0,26.0,0.5294117647058824,0.5238095238095238,0.13333333333333333,370.0,0.044642857142857144,0.046798029556650245,0.010362694300518135,0.09444444444444444,4.464285714285714,4.679802955665025,1.0362694300518136,9.444444444444445
max,53.0,49.0,11.0,105.0,0.8333333333333334,0.7777777777777778,0.3076923076923077,1456.0,0.125,0.1346153846153846,0.03787878787878788,0.2692307692307692,12.5,13.461538461538462,3.787878787878788,26.923076923076923
