content_type_id,content_count,view_count,views_per_content
APP,2,5,2.5
ARTICLE,33,52,1.5757575757575757
PODCAST,13,37,2.8461538461538463
VIDEO,16,121,7.5625
WORKSHEET,2,10,5.0
