content_type_id,content_count,view_count,views_per_content
APP,3,4,1.3333333333333333
ARTICLE,24,38,1.5833333333333333
PODCAST,11,25,2.272727272727273
VIDEO,16,57,3.5625
WORKSHEET,2,5,2.5
