content_type_id,content_count,view_count,views_per_content
APP,5,12,2.4
ARTICLE,35,87,2.4857142857142858
PODCAST,36,188,5.222222222222222
VIDEO,14,40,2.857142857142857
WORKSHEET,2,2,1.0
