Entity,,,,,,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Group Sessions,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views
2020,5,1,0,1,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,1,0,1,1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2020,5,1,1,0,0,53.0,11.0,42.0,11.0,0.0,5.0,0.0,37.0,45.0,14.0,20.0,11.0,38.0,7.0,76.0,61.0,15.0,0.0,0.0,41.0,15.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,1,1,0,1,17.0,2.0,15.0,2.0,0.0,2.0,0.0,13.0,9.0,2.0,6.0,1.0,9.0,0.0,25.0,22.0,3.0,0.0,2.0,17.0,1.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,5.0
2020,5,1,1,1,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,1,1,1,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,0.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0
2020,6,0,0,0,0,1449.0,1180.0,269.0,1180.0,0.0,51.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,0,0,0,1,178.0,126.0,52.0,126.0,0.0,9.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,213.0,2.0,0.0,0.0,0.0,74.0,0.0,37.0,0.0,11.0
2020,6,0,0,1,0,22.0,1.0,21.0,1.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,0,0,1,1,15.0,1.0,14.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020,6,0,1,0,0,84.0,73.0,11.0,73.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,27.0,61.0,0.0,0.0,18.0,60.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,0,1,0,1,5.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2020,6,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020,6,1,0,0,0,49.0,22.0,27.0,22.0,0.0,7.0,0.0,20.0,46.0,25.0,14.0,7.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,1,0,0,1,12.0,4.0,8.0,4.0,0.0,2.0,0.0,6.0,8.0,6.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,1.0
2020,6,1,0,1,0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,1,0,1,1,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,1,1,0,0,66.0,18.0,48.0,18.0,0.0,4.0,0.0,44.0,55.0,12.0,38.0,5.0,48.0,7.0,83.0,71.0,12.0,0.0,0.0,59.0,10.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,1,1,0,1,14.0,4.0,10.0,4.0,0.0,0.0,0.0,10.0,19.0,4.0,14.0,1.0,19.0,0.0,28.0,25.0,3.0,0.0,0.0,23.0,2.0,0.0,1.0,2.0,0.0,0.0,24.0,0.0,12.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0
2020,6,1,1,1,0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,1,1,1,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,15.0,12.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020,7,0,0,0,0,823.0,641.0,182.0,641.0,0.0,36.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,0,0,0,1,139.0,102.0,37.0,102.0,0.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,152.0,10.0,0.0,0.0,0.0,145.0,0.0,28.0,0.0,2.0
2020,7,0,0,1,0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,0,0,1,1,11.0,1.0,10.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,11.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0
2020,7,0,1,0,0,37.0,30.0,7.0,30.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,30.0,42.0,0.0,0.0,22.0,42.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,0,1,0,1,5.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
2020,7,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,1,0,0,0,51.0,19.0,32.0,19.0,0.0,5.0,0.0,27.0,48.0,20.0,22.0,6.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,1,0,0,1,5.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,5.0,5.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0
2020,7,1,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020,7,1,1,0,0,53.0,12.0,41.0,12.0,0.0,5.0,0.0,36.0,55.0,21.0,29.0,5.0,48.0,7.0,121.0,102.0,19.0,0.0,0.0,80.0,17.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,1,1,0,1,12.0,1.0,11.0,1.0,0.0,2.0,0.0,9.0,13.0,4.0,7.0,2.0,12.0,1.0,21.0,17.0,4.0,0.0,0.0,11.0,4.0,0.0,0.0,6.0,0.0,0.0,21.0,0.0,13.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
2020,7,1,1,1,0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,7,1,1,1,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020,8,0,0,0,0,539.0,395.0,144.0,395.0,0.0,40.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,0,0,0,1,115.0,90.0,25.0,90.0,0.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,168.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,0.0,1.0
2020,8,0,0,1,0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,0,0,1,1,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2020,8,0,1,0,0,12.0,7.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,9.0,0.0,0.0,8.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,0,1,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020,8,1,0,0,0,46.0,23.0,23.0,23.0,0.0,4.0,0.0,19.0,50.0,29.0,16.0,5.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,1,0,0,1,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2020,8,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,1,0,1,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,1,1,0,0,53.0,16.0,37.0,16.0,0.0,8.0,0.0,29.0,52.0,17.0,30.0,5.0,44.0,8.0,87.0,68.0,19.0,0.0,0.0,50.0,18.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,8,1,1,0,1,8.0,3.0,5.0,3.0,0.0,1.0,0.0,4.0,10.0,3.0,7.0,0.0,9.0,1.0,18.0,16.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2020,8,1,1,1,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,9,0,0,0,0,691.0,520.0,171.0,520.0,1.0,53.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,9,0,0,0,1,116.0,78.0,38.0,78.0,0.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,36.0,5.0,0.0,0.0,0.0,60.0,0.0,195.0,0.0,1.0
2020,9,0,0,1,0,15.0,2.0,13.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,9,0,0,1,1,11.0,1.0,10.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0
