content_type_id,content_count,view_count,views_per_content
APP,2,2,1.0
ARTICLE,31,64,2.064516129032258
EXT_BLOG,18,39,2.1666666666666665
PODCAST,33,321,9.727272727272727
VIDEO,16,47,2.9375
WORKSHEET,1,1,1.0
