content_type_id,content_count,view_count,views_per_content
APP,2,2,1.0
ARTICLE,31,85,2.7419354838709675
EXT_BLOG,17,37,2.176470588235294
PODCAST,29,516,17.79310344827586
VIDEO,16,48,3.0
WORKSHEET,1,1,1.0
