support_role_id,apt_total,apt_mean_week,apt_median_week,apt_stddev_week
CARE_MANAGER,505.0,2.6302083333333335,0.0,3.5864380903990685
CHAPLAIN,41.0,0.21354166666666666,0.0,0.4590269224482226
CLINICIAN,2540.0,13.229166666666666,12.0,7.509127662704857
COACH,1073.0,5.588541666666667,5.0,4.066524553706617
OTHER,2.0,0.010416666666666666,0.0,0.10179454378723662
PEER,11.0,0.057291666666666664,0.0,0.2742891017590832
PSYCHIATRIST,443.0,2.3072916666666665,0.0,3.6501952839293663
UNDEFINED,272.0,1.4166666666666667,0.0,2.6255557044970694
