content_type_id,content_count,view_count,views_per_content
APP,3,4,1.3333333333333333
ARTICLE,22,35,1.5909090909090908
PODCAST,13,27,2.076923076923077
VIDEO,14,56,4.0
WORKSHEET,2,5,2.5
