content_type_id,content_count,view_count,views_per_content
APP,3,5,1.6666666666666667
ARTICLE,37,66,1.7837837837837838
PODCAST,24,91,3.7916666666666665
VIDEO,8,41,5.125
WORKSHEET,1,1,1.0
