,mild,moderate,severe,total,mild_rel_prop,moderate_rel_prop,severe_rel_prop,account_id,mild_acct_rate,moderate_acct_rate,severe_acct_rate,total_acct_rate,mild_acct_rate100,moderate_acct_rate100,severe_acct_rate100,total_acct_rate100
count,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0
mean,9.50413223140496,9.702479338842975,1.8264462809917354,21.03305785123967,0.45624142394422745,0.4520058319103497,0.09175274414542295,306.68595041322317,0.036372659504855694,0.036555992956644745,0.007121623272572136,0.08005027573407253,3.6372659504855682,3.655599295664471,0.7121623272572132,8.005027573407252
std,5.972330598884253,6.43382290205335,1.661714405618552,12.258285554607218,0.12107131490470653,0.12745695827009967,0.07342532978694083,186.90853525445056,0.02266219166156672,0.02427489350059208,0.0071988910914055106,0.046283428527225993,2.266219166156672,2.4274893500592083,0.7198891091405509,4.6283428527226
min,1.0,1.0,0.0,6.0,0.09090909090909091,0.07692307692307693,0.0,104.0,0.003952569169960474,0.0022624434389140274,0.0,0.013636363636363636,0.3952569169960474,0.22624434389140274,0.0,1.3636363636363635
25%,6.0,5.0,1.0,13.0,0.36666666666666664,0.375,0.047619047619047616,184.0,0.0213903743315508,0.01968503937007874,0.0020491803278688526,0.051515151515151514,2.13903743315508,1.968503937007874,0.20491803278688525,5.151515151515151
50%,9.0,8.0,2.0,18.0,0.45,0.45714285714285713,0.07692307692307693,253.0,0.031496062992125984,0.0304,0.005305039787798408,0.06666666666666667,3.149606299212598,3.04,0.5305039787798408,6.666666666666667
75%,12.0,13.0,3.0,26.0,0.52,0.5238095238095238,0.13333333333333333,370.0,0.044642857142857144,0.046798029556650245,0.010362694300518135,0.09361702127659574,4.464285714285714,4.679802955665025,1.0362694300518136,9.361702127659575
max,53.0,49.0,11.0,105.0,0.8333333333333334,0.7777777777777778,0.3076923076923077,1455.0,0.125,0.1346153846153846,0.03787878787878788,0.2692307692307692,12.5,13.461538461538462,3.787878787878788,26.923076923076923
