year,month,mild,moderate,severe,total,mild_rel_prop,moderate_rel_prop,severe_rel_prop,account_id,mild_acct_rate,moderate_acct_rate,severe_acct_rate,total_acct_rate,mild_acct_rate100,moderate_acct_rate100,severe_acct_rate100,total_acct_rate100
2021,10,33.0,31.0,12.0,76.0,0.4342105263157895,0.40789473684210525,0.15789473684210525,995,0.033165829145728645,0.031155778894472363,0.012060301507537688,0.0763819095477387,3.3165829145728645,3.1155778894472363,1.2060301507537687,7.63819095477387
2021,11,37.0,30.0,6.0,73.0,0.5068493150684932,0.410958904109589,0.0821917808219178,950,0.03894736842105263,0.031578947368421054,0.00631578947368421,0.07684210526315789,3.8947368421052633,3.1578947368421053,0.631578947368421,7.684210526315789
2021,12,33.0,29.0,1.0,63.0,0.5238095238095238,0.4603174603174603,0.015873015873015872,1061,0.03110273327049953,0.027332704995287466,0.000942507068803016,0.05937794533459001,3.1102733270499527,2.7332704995287465,0.0942507068803016,5.937794533459001
2022,1,90.0,94.0,10.0,194.0,0.4639175257731959,0.4845360824742268,0.05154639175257732,1980,0.045454545454545456,0.047474747474747475,0.005050505050505051,0.09797979797979799,4.545454545454546,4.747474747474747,0.5050505050505051,9.7979797979798
2022,2,57.0,72.0,8.0,137.0,0.41605839416058393,0.5255474452554745,0.058394160583941604,2050,0.027804878048780488,0.0351219512195122,0.003902439024390244,0.06682926829268293,2.780487804878049,3.51219512195122,0.3902439024390244,6.682926829268293
2022,3,36.0,47.0,10.0,93.0,0.3870967741935484,0.5053763440860215,0.10752688172043011,1621,0.022208513263417645,0.028994447871684145,0.006169031462060457,0.05737199259716225,2.2208513263417644,2.8994447871684144,0.6169031462060457,5.737199259716225
2022,4,32.0,25.0,1.0,58.0,0.5517241379310345,0.43103448275862066,0.017241379310344827,1260,0.025396825396825397,0.01984126984126984,0.0007936507936507937,0.046031746031746035,2.5396825396825395,1.984126984126984,0.07936507936507936,4.603174603174604
2022,5,41.0,24.0,5.0,70.0,0.5857142857142857,0.34285714285714286,0.07142857142857142,1745,0.02349570200573066,0.013753581661891117,0.0028653295128939827,0.04011461318051576,2.349570200573066,1.3753581661891117,0.28653295128939826,4.011461318051576
2022,6,22.0,23.0,4.0,49.0,0.4489795918367347,0.46938775510204084,0.08163265306122448,1006,0.02186878727634195,0.02286282306163022,0.003976143141153081,0.048707753479125246,2.1868787276341948,2.286282306163022,0.3976143141153081,4.870775347912525
2022,7,22.0,25.0,8.0,55.0,0.4,0.45454545454545453,0.14545454545454545,1083,0.020313942751615882,0.023084025854108958,0.007386888273314866,0.050784856879039705,2.0313942751615883,2.308402585410896,0.7386888273314866,5.078485687903971
2022,8,17.0,8.0,0.0,25.0,0.68,0.32,0.0,1082,0.015711645101663587,0.0073937153419593345,0.0,0.02310536044362292,1.5711645101663587,0.7393715341959335,0.0,2.310536044362292
