year,month,mild,moderate,severe,total,mild_rel_prop,moderate_rel_prop,severe_rel_prop,account_id,mild_acct_rate,moderate_acct_rate,severe_acct_rate,total_acct_rate,mild_acct_rate100,moderate_acct_rate100,severe_acct_rate100,total_acct_rate100
2020,4,53.0,64.0,14.0,131.0,0.40458015267175573,0.48854961832061067,0.10687022900763359,3003,0.017649017649017648,0.021312021312021312,0.004662004662004662,0.043623043623043624,1.7649017649017649,2.131202131202131,0.4662004662004662,4.3623043623043625
2020,5,51.0,51.0,14.0,116.0,0.4396551724137931,0.4396551724137931,0.1206896551724138,1918,0.026590198123044837,0.026590198123044837,0.0072992700729927005,0.06047966631908238,2.659019812304484,2.659019812304484,0.7299270072992701,6.047966631908238
2020,6,53.0,72.0,13.0,138.0,0.38405797101449274,0.5217391304347826,0.09420289855072464,1905,0.027821522309711286,0.03779527559055118,0.0068241469816272965,0.07244094488188976,2.7821522309711284,3.779527559055118,0.6824146981627297,7.244094488188976
2020,7,53.0,66.0,14.0,133.0,0.39849624060150374,0.49624060150375937,0.10526315789473684,1148,0.046167247386759584,0.05749128919860627,0.012195121951219513,0.11585365853658537,4.616724738675958,5.7491289198606275,1.2195121951219512,11.585365853658537
2020,8,55.0,63.0,10.0,128.0,0.4296875,0.4921875,0.078125,796,0.06909547738693467,0.07914572864321608,0.01256281407035176,0.16080402010050251,6.909547738693467,7.914572864321608,1.256281407035176,16.08040201005025
2020,9,34.0,34.0,7.0,75.0,0.4533333333333333,0.4533333333333333,0.09333333333333334,927,0.036677454153182305,0.036677454153182305,0.007551240560949299,0.08090614886731391,3.6677454153182305,3.6677454153182305,0.7551240560949299,8.090614886731391
2020,10,61.0,59.0,12.0,132.0,0.4621212121212121,0.44696969696969696,0.09090909090909091,1458,0.04183813443072702,0.04046639231824417,0.00823045267489712,0.09053497942386832,4.183813443072702,4.046639231824417,0.823045267489712,9.053497942386832
2020,11,47.0,53.0,8.0,108.0,0.4351851851851852,0.49074074074074076,0.07407407407407407,1125,0.041777777777777775,0.04711111111111111,0.0071111111111111115,0.096,4.177777777777777,4.711111111111111,0.7111111111111111,9.6
2020,12,37.0,32.0,7.0,76.0,0.4868421052631579,0.42105263157894735,0.09210526315789473,1264,0.029272151898734177,0.02531645569620253,0.005537974683544304,0.060126582278481014,2.9272151898734178,2.5316455696202533,0.5537974683544303,6.012658227848101
2021,1,43.0,44.0,12.0,99.0,0.43434343434343436,0.4444444444444444,0.12121212121212122,796,0.05402010050251256,0.05527638190954774,0.01507537688442211,0.12437185929648241,5.402010050251256,5.527638190954774,1.507537688442211,12.43718592964824
2021,2,36.0,24.0,5.0,65.0,0.5538461538461539,0.36923076923076925,0.07692307692307693,1574,0.022871664548919948,0.015247776365946633,0.0031766200762388818,0.041296060991105464,2.2871664548919948,1.5247776365946633,0.3176620076238882,4.129606099110546
2021,3,45.0,37.0,10.0,92.0,0.4891304347826087,0.40217391304347827,0.10869565217391304,740,0.060810810810810814,0.05,0.013513513513513514,0.12432432432432433,6.081081081081082,5.0,1.3513513513513513,12.432432432432433
2021,4,25.0,32.0,3.0,60.0,0.4166666666666667,0.5333333333333333,0.05,1780,0.014044943820224719,0.017977528089887642,0.0016853932584269663,0.033707865168539325,1.4044943820224718,1.7977528089887642,0.16853932584269662,3.3707865168539324
2021,5,18.0,30.0,6.0,54.0,0.3333333333333333,0.5555555555555556,0.1111111111111111,837,0.021505376344086023,0.035842293906810034,0.007168458781362007,0.06451612903225806,2.1505376344086025,3.584229390681003,0.7168458781362007,6.451612903225806
2021,6,28.0,27.0,7.0,62.0,0.45161290322580644,0.43548387096774194,0.11290322580645161,838,0.03341288782816229,0.032219570405727926,0.008353221957040573,0.07398568019093078,3.341288782816229,3.221957040572793,0.8353221957040573,7.398568019093078
2021,7,32.0,24.0,3.0,59.0,0.5423728813559322,0.4067796610169492,0.05084745762711865,808,0.039603960396039604,0.0297029702970297,0.0037128712871287127,0.07301980198019802,3.9603960396039604,2.9702970297029703,0.3712871287128713,7.301980198019802
2021,8,24.0,24.0,7.0,55.0,0.43636363636363634,0.43636363636363634,0.12727272727272726,1059,0.0226628895184136,0.0226628895184136,0.0066100094428706326,0.05193578847969783,2.26628895184136,2.26628895184136,0.6610009442870632,5.193578847969783
2021,9,35.0,30.0,4.0,69.0,0.5072463768115942,0.43478260869565216,0.057971014492753624,1156,0.03027681660899654,0.025951557093425604,0.0034602076124567475,0.05968858131487889,3.027681660899654,2.5951557093425603,0.34602076124567477,5.968858131487889
