,source,target,color,path,label,value,level
435,8,15,"rgba(255,0,0,0.2)",moderate-->moderate-->severe-->followup_efficiency-->severe,severe,1,2
436,8,16,"rgba(192,192,192,0.2)",moderate-->moderate-->inconclusive-->inconclusive-->inconclusive,inconclusive,11,2
437,9,12,"rgba(0,0,255,0.2)",moderate-->moderately_severe-->no_symptoms-->no_symptoms-->moderate,moderate,1,2
438,9,12,"rgba(0,0,255,0.2)",moderate-->moderately_severe-->no_symptoms-->inconclusive-->inconclusive,inconclusive,1,2
439,9,13,"rgba(0,255,0,0.2)",moderate-->moderately_severe-->mild-->no_symptoms-->moderate,moderate,25,2
440,9,13,"rgba(0,255,0,0.2)",moderate-->moderately_severe-->mild-->followup_sensitivity-->moderate,moderate,3,2
441,9,13,"rgba(0,255,0,0.2)",moderate-->moderately_severe-->mild-->followup_efficiency-->moderate,moderate,1,2
442,9,14,"rgba(255,128,0,0.2)",moderate-->moderately_severe-->moderate-->no_symptoms-->moderate,moderate,21,2
443,9,14,"rgba(255,128,0,0.2)",moderate-->moderately_severe-->moderate-->followup_sensitivity-->moderate,moderate,14,2
444,9,14,"rgba(255,128,0,0.2)",moderate-->moderately_severe-->moderate-->followup_efficiency-->moderate,moderate,16,2
445,9,14,"rgba(255,128,0,0.2)",moderate-->moderately_severe-->moderate-->inconclusive-->inconclusive,inconclusive,1,2
446,9,15,"rgba(255,0,0,0.2)",moderate-->moderately_severe-->severe-->no_symptoms-->moderate,moderate,9,2
447,9,15,"rgba(255,0,0,0.2)",moderate-->moderately_severe-->severe-->no_symptoms-->severe,severe,1,2
448,9,15,"rgba(255,0,0,0.2)",moderate-->moderately_severe-->severe-->followup_sensitivity-->moderate,moderate,2,2
449,9,15,"rgba(255,0,0,0.2)",moderate-->moderately_severe-->severe-->followup_sensitivity-->severe,severe,1,2
450,9,15,"rgba(255,0,0,0.2)",moderate-->moderately_severe-->severe-->followup_efficiency-->moderate,moderate,11,2
451,9,16,"rgba(192,192,192,0.2)",moderate-->moderately_severe-->inconclusive-->inconclusive-->inconclusive,inconclusive,5,2
452,10,12,"rgba(0,0,255,0.2)",moderate-->severe-->no_symptoms-->no_symptoms-->severe,severe,1,2
453,10,13,"rgba(0,255,0,0.2)",moderate-->severe-->mild-->no_symptoms-->severe,severe,1,2
454,10,13,"rgba(0,255,0,0.2)",moderate-->severe-->mild-->followup_efficiency-->severe,severe,1,2
455,10,14,"rgba(255,128,0,0.2)",moderate-->severe-->moderate-->no_symptoms-->severe,severe,4,2
456,10,14,"rgba(255,128,0,0.2)",moderate-->severe-->moderate-->followup_sensitivity-->severe,severe,2,2
457,10,15,"rgba(255,0,0,0.2)",moderate-->severe-->severe-->no_symptoms-->severe,severe,2,2
458,10,15,"rgba(255,0,0,0.2)",moderate-->severe-->severe-->followup_sensitivity-->severe,severe,1,2
459,10,15,"rgba(255,0,0,0.2)",moderate-->severe-->severe-->followup_efficiency-->severe,severe,1,2
460,10,16,"rgba(192,192,192,0.2)",moderate-->severe-->inconclusive-->inconclusive-->inconclusive,inconclusive,3,2
461,11,14,"rgba(255,128,0,0.2)",moderate-->inconclusive-->moderate-->inconclusive-->inconclusive,inconclusive,1,2
462,11,15,"rgba(255,0,0,0.2)",moderate-->inconclusive-->severe-->no_symptoms-->inconclusive,inconclusive,1,2
463,11,16,"rgba(192,192,192,0.2)",moderate-->inconclusive-->inconclusive-->inconclusive-->inconclusive,inconclusive,32,2
464,7,13,"rgba(0,255,0,0.2)",severe-->mild-->mild-->no_symptoms-->mild,mild,5,2
465,7,14,"rgba(255,128,0,0.2)",severe-->mild-->moderate-->no_symptoms-->moderate,moderate,8,2
466,7,14,"rgba(255,128,0,0.2)",severe-->mild-->moderate-->followup_sensitivity-->moderate,moderate,1,2
467,7,15,"rgba(255,0,0,0.2)",severe-->mild-->severe-->no_symptoms-->moderate,moderate,8,2
468,7,15,"rgba(255,0,0,0.2)",severe-->mild-->severe-->no_symptoms-->severe,severe,1,2
469,7,15,"rgba(255,0,0,0.2)",severe-->mild-->severe-->followup_sensitivity-->moderate,moderate,2,2
470,7,15,"rgba(255,0,0,0.2)",severe-->mild-->severe-->followup_efficiency-->moderate,moderate,1,2
471,7,15,"rgba(255,0,0,0.2)",severe-->mild-->severe-->inconclusive-->inconclusive,inconclusive,1,2
472,7,16,"rgba(192,192,192,0.2)",severe-->mild-->inconclusive-->inconclusive-->inconclusive,inconclusive,1,2
473,8,13,"rgba(0,255,0,0.2)",severe-->moderate-->mild-->no_symptoms-->moderate,moderate,11,2
474,8,13,"rgba(0,255,0,0.2)",severe-->moderate-->mild-->followup_sensitivity-->moderate,moderate,1,2
475,8,14,"rgba(255,128,0,0.2)",severe-->moderate-->moderate-->no_symptoms-->moderate,moderate,27,2
476,8,14,"rgba(255,128,0,0.2)",severe-->moderate-->moderate-->followup_sensitivity-->moderate,moderate,6,2
477,8,14,"rgba(255,128,0,0.2)",severe-->moderate-->moderate-->followup_efficiency-->moderate,moderate,9,2
478,8,14,"rgba(255,128,0,0.2)",severe-->moderate-->moderate-->inconclusive-->inconclusive,inconclusive,2,2
479,8,15,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->no_symptoms-->moderate,moderate,34,2
480,8,15,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->no_symptoms-->severe,severe,4,2
481,8,15,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->followup_sensitivity-->moderate,moderate,9,2
482,8,15,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->followup_sensitivity-->severe,severe,1,2
483,8,15,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->followup_efficiency-->moderate,moderate,9,2
484,8,15,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->followup_efficiency-->severe,severe,4,2
485,8,15,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->inconclusive-->inconclusive,inconclusive,2,2
486,8,16,"rgba(192,192,192,0.2)",severe-->moderate-->inconclusive-->inconclusive-->inconclusive,inconclusive,2,2
487,9,13,"rgba(0,255,0,0.2)",severe-->moderately_severe-->mild-->no_symptoms-->moderate,moderate,6,2
488,9,13,"rgba(0,255,0,0.2)",severe-->moderately_severe-->mild-->followup_sensitivity-->moderate,moderate,1,2
489,9,14,"rgba(255,128,0,0.2)",severe-->moderately_severe-->moderate-->no_symptoms-->moderate,moderate,33,2
490,9,14,"rgba(255,128,0,0.2)",severe-->moderately_severe-->moderate-->followup_sensitivity-->moderate,moderate,10,2
491,9,14,"rgba(255,128,0,0.2)",severe-->moderately_severe-->moderate-->followup_efficiency-->moderate,moderate,12,2
492,9,14,"rgba(255,128,0,0.2)",severe-->moderately_severe-->moderate-->inconclusive-->inconclusive,inconclusive,2,2
493,9,15,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->no_symptoms-->moderate,moderate,38,2
494,9,15,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->no_symptoms-->severe,severe,11,2
495,9,15,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->followup_sensitivity-->moderate,moderate,22,2
496,9,15,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->followup_sensitivity-->severe,severe,5,2
497,9,15,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->followup_efficiency-->moderate,moderate,26,2
498,9,15,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->followup_efficiency-->severe,severe,11,2
499,9,15,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->inconclusive-->inconclusive,inconclusive,2,2
500,9,16,"rgba(192,192,192,0.2)",severe-->moderately_severe-->inconclusive-->inconclusive-->inconclusive,inconclusive,10,2
501,10,13,"rgba(0,255,0,0.2)",severe-->severe-->mild-->no_symptoms-->severe,severe,4,2
502,10,13,"rgba(0,255,0,0.2)",severe-->severe-->mild-->followup_sensitivity-->severe,severe,1,2
503,10,14,"rgba(255,128,0,0.2)",severe-->severe-->moderate-->no_symptoms-->severe,severe,15,2
504,10,14,"rgba(255,128,0,0.2)",severe-->severe-->moderate-->followup_sensitivity-->severe,severe,6,2
505,10,14,"rgba(255,128,0,0.2)",severe-->severe-->moderate-->followup_efficiency-->severe,severe,2,2
506,10,14,"rgba(255,128,0,0.2)",severe-->severe-->moderate-->inconclusive-->inconclusive,inconclusive,1,2
507,10,15,"rgba(255,0,0,0.2)",severe-->severe-->severe-->no_symptoms-->severe,severe,54,2
508,10,15,"rgba(255,0,0,0.2)",severe-->severe-->severe-->followup_sensitivity-->severe,severe,21,2
509,10,15,"rgba(255,0,0,0.2)",severe-->severe-->severe-->followup_efficiency-->severe,severe,53,2
510,10,15,"rgba(255,0,0,0.2)",severe-->severe-->severe-->inconclusive-->inconclusive,inconclusive,2,2
511,10,16,"rgba(192,192,192,0.2)",severe-->severe-->inconclusive-->inconclusive-->inconclusive,inconclusive,10,2
512,11,16,"rgba(192,192,192,0.2)",severe-->inconclusive-->inconclusive-->inconclusive-->inconclusive,inconclusive,25,2
513,12,17,"rgba(0,0,255,0.2)",mild-->no_symptoms-->no_symptoms-->no_symptoms-->mild,mild,47,3
514,12,18,"rgba(255,128,0,0.2)",mild-->no_symptoms-->no_symptoms-->followup_sensitivity-->moderate,moderate,2,3
515,12,20,"rgba(192,192,192,0.2)",mild-->no_symptoms-->no_symptoms-->inconclusive-->inconclusive,inconclusive,1,3
516,13,17,"rgba(0,0,255,0.2)",mild-->no_symptoms-->mild-->no_symptoms-->mild,mild,125,3
517,13,18,"rgba(255,128,0,0.2)",mild-->no_symptoms-->mild-->followup_sensitivity-->moderate,moderate,9,3
518,13,19,"rgba(255,0,0,0.2)",mild-->no_symptoms-->mild-->followup_efficiency-->moderate,moderate,4,3
519,13,20,"rgba(192,192,192,0.2)",mild-->no_symptoms-->mild-->inconclusive-->inconclusive,inconclusive,1,3
520,14,17,"rgba(0,0,255,0.2)",mild-->no_symptoms-->moderate-->no_symptoms-->moderate,moderate,13,3
521,14,18,"rgba(255,128,0,0.2)",mild-->no_symptoms-->moderate-->followup_sensitivity-->moderate,moderate,2,3
522,14,19,"rgba(255,0,0,0.2)",mild-->no_symptoms-->moderate-->followup_efficiency-->moderate,moderate,1,3
523,14,20,"rgba(192,192,192,0.2)",mild-->no_symptoms-->moderate-->inconclusive-->inconclusive,inconclusive,1,3
524,15,17,"rgba(0,0,255,0.2)",mild-->no_symptoms-->severe-->no_symptoms-->moderate,moderate,1,3
525,16,20,"rgba(192,192,192,0.2)",mild-->no_symptoms-->inconclusive-->inconclusive-->inconclusive,inconclusive,4,3
526,12,17,"rgba(0,0,255,0.2)",mild-->mild-->no_symptoms-->no_symptoms-->mild,mild,77,3
527,12,18,"rgba(255,128,0,0.2)",mild-->mild-->no_symptoms-->followup_sensitivity-->moderate,moderate,3,3
528,12,19,"rgba(255,0,0,0.2)",mild-->mild-->no_symptoms-->followup_efficiency-->moderate,moderate,4,3
529,12,20,"rgba(192,192,192,0.2)",mild-->mild-->no_symptoms-->inconclusive-->inconclusive,inconclusive,2,3
530,13,17,"rgba(0,0,255,0.2)",mild-->mild-->mild-->no_symptoms-->mild,mild,251,3
531,13,18,"rgba(255,128,0,0.2)",mild-->mild-->mild-->followup_sensitivity-->moderate,moderate,45,3
532,13,19,"rgba(255,0,0,0.2)",mild-->mild-->mild-->followup_efficiency-->moderate,moderate,26,3
533,13,20,"rgba(192,192,192,0.2)",mild-->mild-->mild-->inconclusive-->inconclusive,inconclusive,6,3
534,14,17,"rgba(0,0,255,0.2)",mild-->mild-->moderate-->no_symptoms-->moderate,moderate,43,3
535,14,18,"rgba(255,128,0,0.2)",mild-->mild-->moderate-->followup_sensitivity-->moderate,moderate,13,3
536,14,19,"rgba(255,0,0,0.2)",mild-->mild-->moderate-->followup_efficiency-->moderate,moderate,7,3
537,15,17,"rgba(0,0,255,0.2)",mild-->mild-->severe-->no_symptoms-->moderate,moderate,2,3
538,15,18,"rgba(255,128,0,0.2)",mild-->mild-->severe-->followup_sensitivity-->moderate,moderate,1,3
539,15,19,"rgba(255,0,0,0.2)",mild-->mild-->severe-->followup_efficiency-->moderate,moderate,2,3
540,16,17,"rgba(0,0,255,0.2)",mild-->mild-->inconclusive-->no_symptoms-->inconclusive,inconclusive,1,3
541,16,20,"rgba(192,192,192,0.2)",mild-->mild-->inconclusive-->inconclusive-->inconclusive,inconclusive,13,3
542,12,17,"rgba(0,0,255,0.2)",mild-->moderate-->no_symptoms-->no_symptoms-->moderate,moderate,13,3
543,12,18,"rgba(255,128,0,0.2)",mild-->moderate-->no_symptoms-->followup_sensitivity-->moderate,moderate,1,3
544,12,19,"rgba(255,0,0,0.2)",mild-->moderate-->no_symptoms-->followup_efficiency-->moderate,moderate,2,3
545,12,20,"rgba(192,192,192,0.2)",mild-->moderate-->no_symptoms-->inconclusive-->inconclusive,inconclusive,1,3
546,13,17,"rgba(0,0,255,0.2)",mild-->moderate-->mild-->no_symptoms-->moderate,moderate,62,3
547,13,18,"rgba(255,128,0,0.2)",mild-->moderate-->mild-->followup_sensitivity-->moderate,moderate,8,3
548,13,19,"rgba(255,0,0,0.2)",mild-->moderate-->mild-->followup_efficiency-->moderate,moderate,10,3
549,13,20,"rgba(192,192,192,0.2)",mild-->moderate-->mild-->inconclusive-->inconclusive,inconclusive,2,3
550,14,17,"rgba(0,0,255,0.2)",mild-->moderate-->moderate-->no_symptoms-->moderate,moderate,23,3
551,14,18,"rgba(255,128,0,0.2)",mild-->moderate-->moderate-->followup_sensitivity-->moderate,moderate,2,3
552,14,19,"rgba(255,0,0,0.2)",mild-->moderate-->moderate-->followup_efficiency-->moderate,moderate,8,3
553,15,17,"rgba(0,0,255,0.2)",mild-->moderate-->severe-->no_symptoms-->moderate,moderate,2,3
554,15,18,"rgba(255,128,0,0.2)",mild-->moderate-->severe-->followup_sensitivity-->moderate,moderate,1,3
555,15,19,"rgba(255,0,0,0.2)",mild-->moderate-->severe-->followup_efficiency-->moderate,moderate,1,3
556,16,20,"rgba(192,192,192,0.2)",mild-->moderate-->inconclusive-->inconclusive-->inconclusive,inconclusive,5,3
557,12,17,"rgba(0,0,255,0.2)",mild-->moderately_severe-->no_symptoms-->no_symptoms-->moderate,moderate,4,3
558,13,17,"rgba(0,0,255,0.2)",mild-->moderately_severe-->mild-->no_symptoms-->moderate,moderate,6,3
559,13,18,"rgba(255,128,0,0.2)",mild-->moderately_severe-->mild-->followup_sensitivity-->moderate,moderate,2,3
560,13,19,"rgba(255,0,0,0.2)",mild-->moderately_severe-->mild-->followup_efficiency-->moderate,moderate,2,3
561,14,17,"rgba(0,0,255,0.2)",mild-->moderately_severe-->moderate-->no_symptoms-->moderate,moderate,5,3
562,14,18,"rgba(255,128,0,0.2)",mild-->moderately_severe-->moderate-->followup_sensitivity-->moderate,moderate,2,3
563,14,19,"rgba(255,0,0,0.2)",mild-->moderately_severe-->moderate-->followup_efficiency-->moderate,moderate,1,3
564,15,18,"rgba(255,128,0,0.2)",mild-->moderately_severe-->severe-->followup_sensitivity-->moderate,moderate,1,3
565,15,17,"rgba(0,0,255,0.2)",mild-->inconclusive-->severe-->no_symptoms-->inconclusive,inconclusive,1,3
566,16,20,"rgba(192,192,192,0.2)",mild-->inconclusive-->inconclusive-->inconclusive-->inconclusive,inconclusive,49,3
567,12,17,"rgba(0,0,255,0.2)",moderate-->no_symptoms-->no_symptoms-->no_symptoms-->mild,mild,1,3
568,13,17,"rgba(0,0,255,0.2)",moderate-->no_symptoms-->mild-->no_symptoms-->mild,mild,8,3
569,13,18,"rgba(255,128,0,0.2)",moderate-->no_symptoms-->mild-->followup_sensitivity-->moderate,moderate,1,3
570,14,17,"rgba(0,0,255,0.2)",moderate-->no_symptoms-->moderate-->no_symptoms-->moderate,moderate,15,3
571,14,18,"rgba(255,128,0,0.2)",moderate-->no_symptoms-->moderate-->followup_sensitivity-->moderate,moderate,2,3
572,15,17,"rgba(0,0,255,0.2)",moderate-->no_symptoms-->severe-->no_symptoms-->moderate,moderate,2,3
573,15,17,"rgba(0,0,255,0.2)",moderate-->no_symptoms-->severe-->no_symptoms-->severe,severe,5,3
574,15,18,"rgba(255,128,0,0.2)",moderate-->no_symptoms-->severe-->followup_sensitivity-->moderate,moderate,1,3
575,15,19,"rgba(255,0,0,0.2)",moderate-->no_symptoms-->severe-->followup_efficiency-->moderate,moderate,1,3
576,12,17,"rgba(0,0,255,0.2)",moderate-->mild-->no_symptoms-->no_symptoms-->mild,mild,2,3
577,13,17,"rgba(0,0,255,0.2)",moderate-->mild-->mild-->no_symptoms-->mild,mild,61,3
578,13,18,"rgba(255,128,0,0.2)",moderate-->mild-->mild-->followup_sensitivity-->moderate,moderate,15,3
579,13,19,"rgba(255,0,0,0.2)",moderate-->mild-->mild-->followup_efficiency-->moderate,moderate,8,3
580,13,20,"rgba(192,192,192,0.2)",moderate-->mild-->mild-->inconclusive-->inconclusive,inconclusive,2,3
581,14,17,"rgba(0,0,255,0.2)",moderate-->mild-->moderate-->no_symptoms-->moderate,moderate,93,3
582,14,18,"rgba(255,128,0,0.2)",moderate-->mild-->moderate-->followup_sensitivity-->moderate,moderate,14,3
583,14,19,"rgba(255,0,0,0.2)",moderate-->mild-->moderate-->followup_efficiency-->moderate,moderate,13,3
584,14,20,"rgba(192,192,192,0.2)",moderate-->mild-->moderate-->inconclusive-->inconclusive,inconclusive,2,3
585,15,17,"rgba(0,0,255,0.2)",moderate-->mild-->severe-->no_symptoms-->moderate,moderate,20,3
586,15,18,"rgba(255,128,0,0.2)",moderate-->mild-->severe-->followup_sensitivity-->moderate,moderate,7,3
587,15,19,"rgba(255,0,0,0.2)",moderate-->mild-->severe-->followup_efficiency-->moderate,moderate,13,3
588,15,20,"rgba(192,192,192,0.2)",moderate-->mild-->severe-->inconclusive-->inconclusive,inconclusive,1,3
589,16,20,"rgba(192,192,192,0.2)",moderate-->mild-->inconclusive-->inconclusive-->inconclusive,inconclusive,6,3
590,12,17,"rgba(0,0,255,0.2)",moderate-->moderate-->no_symptoms-->no_symptoms-->moderate,moderate,1,3
591,13,17,"rgba(0,0,255,0.2)",moderate-->moderate-->mild-->no_symptoms-->moderate,moderate,43,3
592,13,18,"rgba(255,128,0,0.2)",moderate-->moderate-->mild-->followup_sensitivity-->moderate,moderate,13,3
593,13,19,"rgba(255,0,0,0.2)",moderate-->moderate-->mild-->followup_efficiency-->moderate,moderate,10,3
594,13,20,"rgba(192,192,192,0.2)",moderate-->moderate-->mild-->inconclusive-->inconclusive,inconclusive,2,3
595,14,17,"rgba(0,0,255,0.2)",moderate-->moderate-->moderate-->no_symptoms-->moderate,moderate,83,3
596,14,18,"rgba(255,128,0,0.2)",moderate-->moderate-->moderate-->followup_sensitivity-->moderate,moderate,27,3
597,14,19,"rgba(255,0,0,0.2)",moderate-->moderate-->moderate-->followup_efficiency-->moderate,moderate,22,3
598,14,20,"rgba(192,192,192,0.2)",moderate-->moderate-->moderate-->inconclusive-->inconclusive,inconclusive,2,3
599,15,17,"rgba(0,0,255,0.2)",moderate-->moderate-->severe-->no_symptoms-->moderate,moderate,29,3
600,15,17,"rgba(0,0,255,0.2)",moderate-->moderate-->severe-->no_symptoms-->severe,severe,3,3
601,15,18,"rgba(255,128,0,0.2)",moderate-->moderate-->severe-->followup_sensitivity-->moderate,moderate,15,3
602,15,18,"rgba(255,128,0,0.2)",moderate-->moderate-->severe-->followup_sensitivity-->severe,severe,4,3
603,15,19,"rgba(255,0,0,0.2)",moderate-->moderate-->severe-->followup_efficiency-->moderate,moderate,15,3
604,15,19,"rgba(255,0,0,0.2)",moderate-->moderate-->severe-->followup_efficiency-->severe,severe,1,3
605,16,20,"rgba(192,192,192,0.2)",moderate-->moderate-->inconclusive-->inconclusive-->inconclusive,inconclusive,11,3
606,12,17,"rgba(0,0,255,0.2)",moderate-->moderately_severe-->no_symptoms-->no_symptoms-->moderate,moderate,1,3
607,12,20,"rgba(192,192,192,0.2)",moderate-->moderately_severe-->no_symptoms-->inconclusive-->inconclusive,inconclusive,1,3
608,13,17,"rgba(0,0,255,0.2)",moderate-->moderately_severe-->mild-->no_symptoms-->moderate,moderate,25,3
609,13,18,"rgba(255,128,0,0.2)",moderate-->moderately_severe-->mild-->followup_sensitivity-->moderate,moderate,3,3
610,13,19,"rgba(255,0,0,0.2)",moderate-->moderately_severe-->mild-->followup_efficiency-->moderate,moderate,1,3
611,14,17,"rgba(0,0,255,0.2)",moderate-->moderately_severe-->moderate-->no_symptoms-->moderate,moderate,21,3
612,14,18,"rgba(255,128,0,0.2)",moderate-->moderately_severe-->moderate-->followup_sensitivity-->moderate,moderate,14,3
613,14,19,"rgba(255,0,0,0.2)",moderate-->moderately_severe-->moderate-->followup_efficiency-->moderate,moderate,16,3
614,14,20,"rgba(192,192,192,0.2)",moderate-->moderately_severe-->moderate-->inconclusive-->inconclusive,inconclusive,1,3
615,15,17,"rgba(0,0,255,0.2)",moderate-->moderately_severe-->severe-->no_symptoms-->moderate,moderate,9,3
616,15,17,"rgba(0,0,255,0.2)",moderate-->moderately_severe-->severe-->no_symptoms-->severe,severe,1,3
617,15,18,"rgba(255,128,0,0.2)",moderate-->moderately_severe-->severe-->followup_sensitivity-->moderate,moderate,2,3
618,15,18,"rgba(255,128,0,0.2)",moderate-->moderately_severe-->severe-->followup_sensitivity-->severe,severe,1,3
619,15,19,"rgba(255,0,0,0.2)",moderate-->moderately_severe-->severe-->followup_efficiency-->moderate,moderate,11,3
620,16,20,"rgba(192,192,192,0.2)",moderate-->moderately_severe-->inconclusive-->inconclusive-->inconclusive,inconclusive,5,3
621,12,17,"rgba(0,0,255,0.2)",moderate-->severe-->no_symptoms-->no_symptoms-->severe,severe,1,3
622,13,17,"rgba(0,0,255,0.2)",moderate-->severe-->mild-->no_symptoms-->severe,severe,1,3
623,13,19,"rgba(255,0,0,0.2)",moderate-->severe-->mild-->followup_efficiency-->severe,severe,1,3
624,14,17,"rgba(0,0,255,0.2)",moderate-->severe-->moderate-->no_symptoms-->severe,severe,4,3
625,14,18,"rgba(255,128,0,0.2)",moderate-->severe-->moderate-->followup_sensitivity-->severe,severe,2,3
626,15,17,"rgba(0,0,255,0.2)",moderate-->severe-->severe-->no_symptoms-->severe,severe,2,3
627,15,18,"rgba(255,128,0,0.2)",moderate-->severe-->severe-->followup_sensitivity-->severe,severe,1,3
628,15,19,"rgba(255,0,0,0.2)",moderate-->severe-->severe-->followup_efficiency-->severe,severe,1,3
629,16,20,"rgba(192,192,192,0.2)",moderate-->severe-->inconclusive-->inconclusive-->inconclusive,inconclusive,3,3
630,14,20,"rgba(192,192,192,0.2)",moderate-->inconclusive-->moderate-->inconclusive-->inconclusive,inconclusive,1,3
631,15,17,"rgba(0,0,255,0.2)",moderate-->inconclusive-->severe-->no_symptoms-->inconclusive,inconclusive,1,3
632,16,20,"rgba(192,192,192,0.2)",moderate-->inconclusive-->inconclusive-->inconclusive-->inconclusive,inconclusive,32,3
633,13,17,"rgba(0,0,255,0.2)",severe-->mild-->mild-->no_symptoms-->mild,mild,5,3
634,14,17,"rgba(0,0,255,0.2)",severe-->mild-->moderate-->no_symptoms-->moderate,moderate,8,3
635,14,18,"rgba(255,128,0,0.2)",severe-->mild-->moderate-->followup_sensitivity-->moderate,moderate,1,3
636,15,17,"rgba(0,0,255,0.2)",severe-->mild-->severe-->no_symptoms-->moderate,moderate,8,3
637,15,17,"rgba(0,0,255,0.2)",severe-->mild-->severe-->no_symptoms-->severe,severe,1,3
638,15,18,"rgba(255,128,0,0.2)",severe-->mild-->severe-->followup_sensitivity-->moderate,moderate,2,3
639,15,19,"rgba(255,0,0,0.2)",severe-->mild-->severe-->followup_efficiency-->moderate,moderate,1,3
640,15,20,"rgba(192,192,192,0.2)",severe-->mild-->severe-->inconclusive-->inconclusive,inconclusive,1,3
641,16,20,"rgba(192,192,192,0.2)",severe-->mild-->inconclusive-->inconclusive-->inconclusive,inconclusive,1,3
642,13,17,"rgba(0,0,255,0.2)",severe-->moderate-->mild-->no_symptoms-->moderate,moderate,11,3
643,13,18,"rgba(255,128,0,0.2)",severe-->moderate-->mild-->followup_sensitivity-->moderate,moderate,1,3
644,14,17,"rgba(0,0,255,0.2)",severe-->moderate-->moderate-->no_symptoms-->moderate,moderate,27,3
645,14,18,"rgba(255,128,0,0.2)",severe-->moderate-->moderate-->followup_sensitivity-->moderate,moderate,6,3
646,14,19,"rgba(255,0,0,0.2)",severe-->moderate-->moderate-->followup_efficiency-->moderate,moderate,9,3
647,14,20,"rgba(192,192,192,0.2)",severe-->moderate-->moderate-->inconclusive-->inconclusive,inconclusive,2,3
648,15,17,"rgba(0,0,255,0.2)",severe-->moderate-->severe-->no_symptoms-->moderate,moderate,34,3
649,15,17,"rgba(0,0,255,0.2)",severe-->moderate-->severe-->no_symptoms-->severe,severe,4,3
650,15,18,"rgba(255,128,0,0.2)",severe-->moderate-->severe-->followup_sensitivity-->moderate,moderate,9,3
651,15,18,"rgba(255,128,0,0.2)",severe-->moderate-->severe-->followup_sensitivity-->severe,severe,1,3
652,15,19,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->followup_efficiency-->moderate,moderate,9,3
653,15,19,"rgba(255,0,0,0.2)",severe-->moderate-->severe-->followup_efficiency-->severe,severe,4,3
654,15,20,"rgba(192,192,192,0.2)",severe-->moderate-->severe-->inconclusive-->inconclusive,inconclusive,2,3
655,16,20,"rgba(192,192,192,0.2)",severe-->moderate-->inconclusive-->inconclusive-->inconclusive,inconclusive,2,3
656,13,17,"rgba(0,0,255,0.2)",severe-->moderately_severe-->mild-->no_symptoms-->moderate,moderate,6,3
657,13,18,"rgba(255,128,0,0.2)",severe-->moderately_severe-->mild-->followup_sensitivity-->moderate,moderate,1,3
658,14,17,"rgba(0,0,255,0.2)",severe-->moderately_severe-->moderate-->no_symptoms-->moderate,moderate,33,3
659,14,18,"rgba(255,128,0,0.2)",severe-->moderately_severe-->moderate-->followup_sensitivity-->moderate,moderate,10,3
660,14,19,"rgba(255,0,0,0.2)",severe-->moderately_severe-->moderate-->followup_efficiency-->moderate,moderate,12,3
661,14,20,"rgba(192,192,192,0.2)",severe-->moderately_severe-->moderate-->inconclusive-->inconclusive,inconclusive,2,3
662,15,17,"rgba(0,0,255,0.2)",severe-->moderately_severe-->severe-->no_symptoms-->moderate,moderate,38,3
663,15,17,"rgba(0,0,255,0.2)",severe-->moderately_severe-->severe-->no_symptoms-->severe,severe,11,3
664,15,18,"rgba(255,128,0,0.2)",severe-->moderately_severe-->severe-->followup_sensitivity-->moderate,moderate,22,3
665,15,18,"rgba(255,128,0,0.2)",severe-->moderately_severe-->severe-->followup_sensitivity-->severe,severe,5,3
666,15,19,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->followup_efficiency-->moderate,moderate,26,3
667,15,19,"rgba(255,0,0,0.2)",severe-->moderately_severe-->severe-->followup_efficiency-->severe,severe,11,3
668,15,20,"rgba(192,192,192,0.2)",severe-->moderately_severe-->severe-->inconclusive-->inconclusive,inconclusive,2,3
669,16,20,"rgba(192,192,192,0.2)",severe-->moderately_severe-->inconclusive-->inconclusive-->inconclusive,inconclusive,10,3
670,13,17,"rgba(0,0,255,0.2)",severe-->severe-->mild-->no_symptoms-->severe,severe,4,3
671,13,18,"rgba(255,128,0,0.2)",severe-->severe-->mild-->followup_sensitivity-->severe,severe,1,3
672,14,17,"rgba(0,0,255,0.2)",severe-->severe-->moderate-->no_symptoms-->severe,severe,15,3
673,14,18,"rgba(255,128,0,0.2)",severe-->severe-->moderate-->followup_sensitivity-->severe,severe,6,3
674,14,19,"rgba(255,0,0,0.2)",severe-->severe-->moderate-->followup_efficiency-->severe,severe,2,3
675,14,20,"rgba(192,192,192,0.2)",severe-->severe-->moderate-->inconclusive-->inconclusive,inconclusive,1,3
